text,tags
"Отличное качество!!!
Качественные кроссовки, рекомендую!
Отличные кроссовки! Форму держат. Ношу минимум три месяца.
Кроссовки хорошие, правда не прямо в размер) после первого дня, пластырь наклеил) но норм, сейчас отлично 
Хорошие кроссовки, очень нравятся.
Ношу третий сезон всё норм ничего не отклеилось не порвалось
Ужасно. Через месяц носки порвалась подошва, стали протекать, замена подошвы эквивалентна цене новых ботинок, дороговато для 1 месяца носки
Хорошо носится, радует.
Натуральность кожи сомнительна.
Муж носит второй год. Удобные. Идут в размер.
Не подошел размер, а так хорошие кроссовки
муж доволен, носит не снимая. 
Размер соответствует, качество отличное.
Хорошие кроссовки 
Хорошие но концы быстро отклеились 
Брали мужу, все подошло, идут в размер. Качество отличное. Еще и с хорошей скидкой взяли.
Хорошие, но простужили меньше года. Лопнула подошва...
Спилок. Не кожа. Но вид приличный.
Хорошего качества
С новья палец натер, растоптал, пока нормально.
Купила сыну. Относил сезон, претензий нет 
Неубиваемые, супер качественные, сидят идеально, куплю ещё одну пару 
","[""Амортизируют"", ""Удобные"", ""Не промокают"", ""Долго носятся"", ""Идут в размер"", ""Прочные""]"
"Размер соответствует 
Я купил эту обувь за свою цену они хорошие 
Удобный , красивые
Супер базовые, классические полуботинки. Удобно сидят и не сильно мнутся
Хорошие, качественные ботинки
Хорошие ботинки за приемлемую цену. Парню понравились)
Качественные ботинки, как и весь ТМ !!!
Обновляю отзыв. Спустя 2 месяца носки начала отклеиваться подошва на правом ботинке. К сожалению, не даёт подгрузить фото по непонятной причине.
Надеялись хотя бы год относить
Не рекомендую
Они вообще отличные !!!
Отличные ботинки. Рекомендую
","[""Удобные"", ""Прочные"", ""Долго носятся"", ""Комфортные""]"
"Шикарные, очень удобные 
Муж доволен 
удобные на молнии только подошва немного жесковата
Понравился внешний вид, хорошие замки, просторные внутри, толстая подошва 
хорошие ботинки на молнии удобно 
только подошва немного жесковата
Очень хорошие добротные кожаные ботинки, мужу понравились, идут размер в размер, к покупке рекомендую 
ботинки неплохие. не подошли в подъёме. 
ничего лишнего. покупала сыну, очень доволен
Кожаные, смотрятся достойно, можно и в офис зимой. Выкуп 
","[""Приятная кожа"", ""Удобные"", ""Прочные"", ""Идут в размер""]"
"очень удобные.
Удобные, довольно теплые. Через два года носки кожа просто треснула по шву в местах сгиба. У экко качество всегда было на высоте, а тут всего два сезона и на помойку. Честно-не ожидал, сильно разочарован качеством.
Мне понравились, эффектно смотрятся с узкими джинсами
Отличные ботинки!!!
Ожидал более теплый крой
На узкую ногу, после двух часов ношения , появились складки на коже,
Давно за ними бегал… чтоб со скидкой. Единственная модель из Экко, которую пришлось взять на размер больше. Обычно беру 43, взял 44. Из минусов, из за специфической подошвы, ваша обувь будет издавать звуки. особенно, когда вы после дождя заходите на пол с плиткой (например в магазин). В остальном отлично. Если поменять стельку на плотную (я заменил на кожу), то можно всю зиму отходить)
Хорошее качество 
Мягкие, лёгкие, качественные но припокупке советую брать на размер больше
Отлично подошли. Качество хорошее.
","[""На узкую стопу"", ""Не натирают"", ""Удобные"", ""Не промокают"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Всё хорошо 
Качество хорошее
Низкое качество материала 
Добротные.
Клёвые! Надеюсь при носке, мои парни будут
 довольны моим выбором
Сабо хорошего качества, но верх непродуманно сшит. Слишком близко находится к пятке
Сначала купили коричневые. Теперь появилась скидка на желтые,тоже купили. Отличные!
Сидят удобно,но проклеены плохо. Месяц походил и уже расходятся,хотя не мочились и не стирались. Производителю лучше прошивать их,а так тапки хорошие
Качество отстой, только на природу такое носить
","[""Не натирают"", ""Удобные"", ""Не промокают"", ""Долго носятся"", ""Прочные"", ""Приятная кожа""]"
"Отличные сандалии! 
Доставили товар НЕ в фирменной коробке! Что навело на мысль о НЕоригинальности продукции!
Супер. Выбор пал в пользу другого цвета
Хорошие качественные , но маломерки. А так вполне довольны. 
Мягкие, удобные. Для долгих спокойных прогулок
Эко все знают ,качества огонь .
Отличные. Покупала мужу перед отпуском. Нигде не натер, ходили много. Комфортные
Отличный летний сандали
ECCO  супер  
Красивые и удобные! Мужу понравились )
Удобные сандалии на лето
Цена несоизмерима с качеством товара. За это 1 звезду. 
","[""Не натирают"", ""На среднюю стопу"", ""Комфортные"", ""Удобные"", ""Долго носятся"", ""Прочные"", ""Лёгкие""]"
"Супер кроссы
Легкие, удобные
Лёгкие и удобные, для 
прогулок отличный вариант.
Удобная и недорогая обувь. Хороший вариант для бега 
Отличные легкие кроссовки.
Жёсткие. Отказ в пользу другой фирмы 
Чуть маломерят, поэтому отказ
Легкие, удобные. Соответствуют размеру.  Хорошие кроссовки. 
Кросовки не плохие, но на 38 размер оказались малы
","[""Удобные"", ""Прочные"", ""Идут в размер"", ""Лёгкие""]"
"Если у вас широкая стопа, с высоким подъёмом, тогда вам будет не комфортно. При недлительном ношении, в районе пятки остались каташки от внутреннего материала обуви.
Узкие, жмёт ногу, понял спустя три дня, обратно возвращать не стал, но больше не ношу, обувь не на русскую стопу
Хороший цвет, легкие 
Отличная обувь: удобная, лёгкая. Единственное, поначалу немного красили носки, но после перестали.
Не могу оценить. Не понравились мужу внешне. Мерить не стал.
","[""Жмут в носке"", ""Удобные"", ""Не промокают"", ""Не соответствует размеру"", ""Промокают"", ""Лёгкие""]"
"Сандалии понравились, качестве отличное.
Кошмар а не сандали. После одной носки образовалась такая мозоль, что пришлось ко врачу идти 
качество не плохое 
Качество 5 +
Отличное качество. 
","[""Амортизируют"", ""Не натирают"", ""Удобные"", ""Долго носятся"", ""Прочные""]"
"удобные, очень теплые, на зиму отлично. но в помещении надо переобуваться - плохо дышат, ноги через полчаса-час в баньке.
обычно 43 размер беру - эта модель 42 подошла
Теплые, удобные, советую 
Очень теплые, но смотрятся немного массивно 
Промокают, пропитка в баллоне и воск не помогают , будто где-то на стыке материала влага копится в районе носка , не рекомендую, деньги в пустую
Нормально 
Идут в размер
","[""Теплые"", ""Удобные"", ""Не промокают"", ""Плохо держат ногу"", ""Идут в размер"", ""Не соответствует размеру""]"
"Качественные ботинки, очень хорошо сидят на ноге, комфортные. Ещё не носил
Ботинки идут размер в размер. Теплые. Мех внутри натуральный, но какими-то разными кусками. После месяца носки, кожа на пятке внутри стерлась и порвалась. Большая дыра, очень не приятно. Быстро царапается кожа сверху.
Может не повезло, но развалилась подошва на одном ботинке через полтора месяца. Придется выкинуть.
Подошло по размеру на ногу, как влитое. Очень удобно, тепло, мягко 
Удобные, красивые 
","[""Теплые"", ""Есть дефекты"", ""Комфортные"", ""Удобные"", ""Не промокают"", ""Плохо держат ногу"", ""Идут в размер""]"
"Обувь качественная! Спасибо 
К качеству претензий нет, но размерная сетка не соответствует. Сильно большемерит! 
Цена=качество 
Мягкие и качественные. Фирма полностью оправдывает себя. Ноги в самый мороз теплые
На фотографиях смотрятся эффектнее, чем вживую, но это дело вкуса. Проблема заключается в размерной сетке. На мою стопу 25.5 см, размер 39 оказался велик, как минимум на размер. Хотя по заявленной сетке производителя, мне должен был подойти 39 размер. Итог: по факту большемерят на размер, а то и полтора!
","[""Амортизируют"", ""Теплые"", ""Не соответствует размеру"", ""Не натирают"", ""На среднюю стопу"", ""Прочные"", ""Большемерки""]"
"Оригинальные стельки украли. Кеды хорошие 
лёгкие,удобные. очень мягкие
Комфортные, качественные, без изъянов
Очень удобные и главное очень быстро приехали
мягкие, комфортные, красивые!
","[""Комфортные"", ""Приятная кожа"", ""Удобные"", ""Долго носятся"", ""Прочные"", ""Лёгкие""]"
"Качество среднее.
Топ за свои деньги
Отличные, но надо брать на размер больше, ТК маломерят 
Отличные ; но мазольки натерли 
Педали класс
Удобные для прогулок, но в сильную жару, т.к. резина все-таки, ноги немного потеют. Брали мужчине на прогулки до пляжа в Сочи, ходил в них весб отпуск! Все отлично.  Соответствуют размеру. 
Легкие, удобные
","[""Не натирают"", ""Маломерят"", ""Удобные"", ""Идут в размер"", ""Лёгкие""]"
"Лёгкий и кожа,спасибо
Не натирают.  Качество на высоте.  Отличные тапки.  Супер удобные. 
Нормальные
Неплохие, но ошиблась с размером
Просто шлёпки 
","[""Лёгкие"", ""Удобные"", ""Приятная кожа"", ""Не натирают""]"
"Товар классный.
Размер не тот отправили 
Есть вопросы по оригинальности...По коробке бьётся 39 us 6. На самих борцовках написано  38, длина ступни 24. До этог
о брали ASICS matflex6gs . В другом интернет-магазине,длина стопы была в размере указана верно. Тут маломерит .Как мне кажется...качественная реплика....За 6700 брать можно!!!
Очень маломерят и низкий подъем.  Размер на коробке не соответствует.  Смотрела по длине стельки в см . Не соответствует
Все идеально
","[""Маломерят"", ""Идут в размер"", ""Не соответствует размеру""]"
"Мягкие, уютные.
Отличные тапочки! Мягкие, приятные, комфортные!
Отличные тапочки, нравятся такие. Мягкие, тепленькие, но не жаркие 
Мягкие, теплые, но не «жаркие» за счет выемки у пальцев ног
Красивые, мягкие, а главное тёплые тапочки
","[""Удобные"", ""Теплые"", ""Приятная кожа"", ""Комфортные""]"
"Реально очищает на удивление. Работает! Рекомендую.
Не ожидала, но мне очень понравилось это средство. Брала на отдых для выведения пятен с одежды ребенка: ему 2 года и он ни за что не ест в нагрудничках и слюнявчиках. В итоге, после еды одежда вся в пятнах... Данное средство отлично вывело пятна от арбуза, кетчупа, помидоров и жира/масла/соусов. Главное - стараться нанести пятновыводитель на пятно в этот же день, в меру обильно и потереть щёточкой. Конечно, это не волшебная палочка: из застарелых пятен полностью ушли только пятна от жира, остальные полностью не исчезли . Но от новых пятен одежда была спасена, чему я очень рада.
Очень хорошо выводит даже засторевшие пятна! Удобно пользоваться! Не портит ткань вещей! 
Пятно отмылось правда со 2 го раза , но все же.
До этого ни чего не помогало
Удобно использовать 
Пришел потекший, треснул сам тюбик
Вывел пятно от кетчупа, ручки. Щетка офигенная
Справился с пятнами от вина на белой одежде на ура! Рекомендую!
Нифига не отмывает сложные пятна, эксперимент провалился 
Неплохой пятновыводитель. Не все конечно берет, но в целом эффективный
","[""Удобные"", ""Легко чистятся""]"
"Маломерки.
Норм сели , размер в размер 
Хорошие мягкие сланцы
Отличные, однако отказ в пользу другой модели 
Очень удобные, брали с супругой для моря) 
Супперские! Мягкие, интересные, хочется их разглядывать. Брали вместе с такими же из ""Твоё"", Indefini   победили, Твоё очень топорно сделаны, да и грубые
У меня обыкновенная стандартная  ступня сорок второго размера, но покупая эти шлёпки в третий раз  по нарастающим  размерам,  потому как сорок в второй - сорок третий, Я просто не смог вообще всунуть ногу, я добрался до размера 45-46, и всё равно купив максимальный размер в месте где нога входит в шлёпок тесно.
Очень удобные, стильные сланцы.
Классные сланцы
Интересные спортивные шлепки. На 43 размер заказала 43-44. Средняя полнота. На подошве есть выемки, которые препятствуют скольжению. Интересная, не банальная модель.
Удобные и с виду качественные. За эти деньги вообще вопросов нет, всё отлично. 
Офигенные тапки
Маломерят, в остальном все отлично, рекомендую к покупке
Мягкий материал 
Норм тапки 
","[""Маломерят"", ""Удобные"", ""Идут в размер"", ""Приятная кожа""]"
"Идут размер в размер, сшиты очень качественно, никаких торчащих ниток и клея 
всё качествеено, ярко в короссвках, но очень странный материал, где сеточка...ощущение, что быстро полопается... поэтому отказ
Кроссовки размер в размер, внутри удобная резинка, которая держит ногу.
В них очень удобно, в долгой ходьбе ноги не устают. 
Лёгкие, мягкие, красивые! В размер, на ногу средней полноты норм. Просто любовь! Качественные.
Взяла для тренировок , точно такие же как на фото . Яркие, сочные . За 3000 нормально , но за 7000 бы не взяла . Так как где-то виден клей и запах Китайских вещей , но думаю выветриться . Вобщем цена 3000 за них , но не больше . 
Отличные кроссовки 
Супер кроссовки! Яркие, качественные, удобные, подходят на широкую стопу, всё как на фото, я в восторге , понравились даже больше чем Peak! На стопу 25 см подошел хорошо 39 размер
Удобные, в размер 
Классные кроссовки! Яркие,летние. Сеточка позволяет ноге дышать,амортизирующий задний создаёт дополнительный комфорт. На 27,5 выкупила 43 р. Ноге свободно,на широкую стопу то,что надо! Спасибо!
Лёгкие, яркие, удобные. Не подошёл размер. Рекомендую.
Легкие, удобные, стильные и недорогие
Легкие и красивые. Удобные.
Эти кроссовки меня приятно удивили. Во-первых, хочу отметить отличную вентиляцию – ноги не потеют. Нога не устает. Не натирает. Стильный дизайн – кроссовки выглядят аккуратно, ярко и интересно и сочетаются с разной одеждой. В целом, это отличный выбор для тех, кто ценит комфорт, функциональность и стиль.

Покупала сыну 12 лет для лагеря. Очень легкие и вообще крутые! Амортизация хорошая, нога не потеет
","[""Амортизируют"", ""На широкую стопу"", ""Не натирают"", ""Удобные"", ""Лёгкие"", ""Приятная кожа""]"
"Босоногая форма, это супер плюс. Не промокают. Купила на размер больше, чтобы осенью была возможность надеть теплый носок. 
Отоичные кроссовки. Правильной анатомической формы стопы. Достаточно прочны в носке. Сын доволен
Хорошие кроссовки, подошва мягкая, не промокают, хорошо вентилирующая поверхность
Удобная обувь, на широкую ногу, ходить достаточно комфортно
Красивые,удобные !!
Эти кросовки , для сырой погоды ,они вполне удобные ,для широкой стопы , сделаны очень  качественно.
Как всегда у Strobbs широкая колодка,но тут она как бы в теме "" пальцы в растопырку"",для лета,для дачи, прогулки в парке
Супер , удобно при ходьбе. Муж в восторге 
Идеальные. Невесомые. Не промокают и держат тепло. Комфортная для стопы подошва 
Очень лёгкие...жене понравились... выкуп !
Хорошие. Покупали отцу на широкую ногу,  сели отлично. Удобные. 
Хорошие, удобные кроссовки. Спереди прорезинен носок, цветная часть сверху тканевая.
Отличные кроссовки, легкие, мягкие, в размер
","[""Амортизируют"", ""На широкую стопу"", ""Удобные"", ""Не промокают"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Очень жаль, что короткая… 
Только пришла не 40см а 15;)) отказался
Погнулась на 3 день использования
Погнулась при первом использовании.
Ложка хорошая, но погнулась сразу - или она не прочная, или мы способные
С первого раза погнулась.. не напрягая при этом, качество очень слабое
Среднего качества, погнулась.
Погнулась после второго использования как у многих. Да, вся в наклейках, которые не отодрать
",[]
"Довольно удобные для повседневной ходьбы. Материал, как будто пропитан чем то, от чего в жару ногам не много не комфортно. 
Вид красивый, но увы, подошва скользит в спортзале.
Удобные, хорошие кросовки
Хорошие, но модель не подошла
Купила для занятий в зале!Цена-касество
Легкие, удобные
Легкие, удобные. Ребенку понравились.
Отличные кроссовки 
Хороший вариант
","[""Амортизируют"", ""Не натирают"", ""Удобные"", ""Не промокают"", ""Идут в размер"", ""Прочные"", ""Лёгкие""]"
"Не понравились красочки. После недели использования начали рваться 
По качеству вопросов нет - всё чётко и ровно. Не понравились посадка, она какая-то совсем бесформенная, будто галоши, и довольно дубовая пена. Также, оказалось, что они весьма плотные и на лето не лучший вариант.
Великолепные материалы и качество, если визуально. Посмотрим как будут в носке
Удобные кроссовки, не вылезала из них всю весну. Цвет универсальный, подходит и к голубым и к чёрным джинсам. Размер соответствует. Нога в них не кажется большой при немаленьком размере.
Кроссовки бомба! По качеству и удобству напомнили мне New Balance . Ну и цена конечно приятно удивила! Спасибо lamoda !
","[""Амортизируют"", ""Удобные"", ""Не промокают"", ""Не давят"", ""Идут в размер"", ""Прочные"", ""Приятная кожа""]"
"Мои любимые, да, по началу были дубовые, но спрей растяжитель сделал свое дело и теперь это самые красивые и удобные лоферы. 
Удобные, не натирают, но за такую цену хотелось бы лучше качество. Надевала их раз 5-7, уже сползает покрытие (см. Фото). Обработаны пропиткой, нигде не цеплялась…
Лоферы идут в размер. Внешне хорошо выглядят. Но на натуральную кожу не очень и похожи. Есть некоторый запах от материала. Очень твердые. Но как нога войдет в обувь - достаточно комфортно себя чувствует . Проходила целый день. Только к вечеру стало немного некомфортно. Посмотрим, что будет завтра 
Классные туфли, очень стальные, качество супер 
Шикарные, стильные. Правда пришлось отказаться, просто потому что не вписывается в мой стиль. 
Лоферы очень красивые и на первый взгляд удобные
Эти лоферы однозначно в духе Wysh) Невозможно пройти мимо таких крутых лоферов. Размер в размер. Хорошее качество, влюбилась!  
","[""Удобные"", ""Прочные"", ""Идут в размер"", ""Не натирают""]"
"Выглядят дешево 
Удобные красивые ботинки, немного жестковаты, но дискомфорта это не доставило. За счет декоративных элементов делают ногу несколько длиннее, и я сделала вывод, что такая модель подойдет больше длинноногим девушкам. Сомнительный, но все же отказ(
Натуральность кожи вызывает сомнения, какая-то она странная и жесткая. Выкупила только потому, что уж очень круто ботинки смотрятся на ноге. В первый день носки натерла мозоли, посмотрим как будет дальше. Хотелось бы такую же модель, но из нормальной мягкой кожи!
Очень жесткие, еле надела, подошва блестящая, по факту они глянцевые, даже около-лаковое покрытие. Колечки выглядят классно. Идут размер в размер. 
Легкие и удобные 
Офигенные но очень жесткие 
Пришли по внешнему виду как на фото, но это не натуральная кожа , по ощущению просто как резиновые сапоги, если это и не резина то самый плохая искусственная кожа , запах невероятный , клея и чего то токсичного, на весь пвз . Слово треш про эту обувь подходит идеально 
Классные ботинки, покупала дочери. Она в восторге 
","[""Жмут в носке"", ""Не натирают"", ""Не промокают"", ""Сильно натирают"", ""Приятная замша"", ""Не соответствует размеру""]"
"Удобные, лёгкие (можно на лето), на среднюю или узкую ногу. Пошиты аккуратно и качественно. 
Кроссовки просто Огонь! Удобные, лёгкие.  Беру вторую пару., только цвет разный. Спасибо продавцу. ❤️‍
Удобные, мягкие, цвет красивый.  Классные кроссовки. 
Классные кроссовки! Идут в размер. На ноге мюсмотрятся красиво. Выкупила.
красивые кроссовки, маломерят, Отказ 
На фото симпатичнее , подошва дубовая 
Хорошие кроссовки. Размер соответствует. Не взяла т.к. сверху были два не больших пятнышка, на светлом фоне это видно. 
В размер, хорошая полнота, удобные, в меру жесткие
Красовки классные! 
Отличные кроссовки. Заказывала эту фирму первый раз, хотела по даче ходить, идеально сели по ноге, в итоге, ношу в спортзал 
","[""На среднюю стопу"", ""Удобные"", ""Не давят"", ""Лёгкие"", ""Идут в размер"", ""Прочные"", ""Приятная кожа""]"
"Качество хорошее, маме очень понравились, легкие,мягкие , но  очень большемерят, на  полный 37 размер, 36 оказались огромные, а меньше,  к сожалению, нет 
Легкие , качество классное, но обьем слишком большой. Не знаю сможет ли мама в них ходить 
Действительно, большемерит размера на полтора. Я ношу 39, взяла 38, но можно было бы и 37, наверное. Но у меня нога широкая, летом склонна к отекам, поэтому оставила 38. Мягкие, красивые, очень легкие ❤️
Спасибо  
Все отлично
Отличные! Мягкие! Мама довольна!
Идеальны на лето, комфортные.
","[""Не натирают"", ""Комфортные"", ""Удобные"", ""Не давят"", ""Большемерки"", ""Лёгкие""]"
"Оригинальные, но пришли уже с заломами.
Купила домой, как домашние тапочки. Через месяц краска на следке стерлась , да и с наружи потерлись. Пустая трата денег. Лучше за эти деньги купить домашние тапки на платформе с меховой опушкой!однозначно не рекомендую к покупке.
Напоминают кроксы, удобные
Удобные, качество хорошее, маломерят на размер!
Хороши черевички!
","[""Плохо держат ногу"", ""Маломерят"", ""Удобные"", ""Не соответствует размеру""]"
"Не подошли на проблему ногу.
Кеды хорошие . Размер подошел. Причина отказа- стелька вся в катышках. Как будто заношенные( слишком много мерили). Прошу не удерживать сумму за отказ.
Качество прекрасное, моя стопа 26.8 см, и данный размер 41 мне великоват, нога при ходьбе из-за моего взьема, выпрыгивает из пятки, пятка мягкая. Жаль что уже нет на размер меньше...
супер удобные ортопедические 
Хорошее качество; ровная, мягкая кожа. На 39,5 рус.: 41 размер - 7, чуть свободны. Спасибо!!! 
Кеды очень удобные, на ноге  смотрятся аккуратно, красиво .
Отличные кеды, очень удобные,  на не очень штрокую ногу отлично подошли, идут в размер, выглядят оч. Хорошо
Кеды очень удобные, на ноге смотрятся аккуратно и красиво 
На узкую ногу большемерит на размер
","[""На узкую стопу"", ""Жмут в носке"", ""Не натирают"", ""Удобные"", ""Идут в размер"", ""Не соответствует размеру"", ""Приятная кожа""]"
"Очень понравились. Смотрятся аккуратно. Размер в размер. 
Обувь этой фирмы очень удобная.
Кроссовки очень понравились! Красивые, мягкие, удобные! К большому сожалению, пришлось отказаться из-за особенностей моих ступней...
Прекрасные легкие кеды. Ара чудесная фирма. Если бы нам поставляли обувь, которую произвели в Германии, это было бы совсем отлично. А кеды хорошие, рекомендую.
У меня очень проблемная правая нога, по ширине G+/H. Кроссовки сели идеально. На мой 41 брала 41 размер производителя. Пятка мягкая, подкладка белая бамбуковая как байка. Не очень понравились шнурки: смотрятся простовато, наверное, будут пачкаться, т.к. хлопок. Когда достала кроссовки из коробки, не поверила, что это 41 - выглядели на 39. Нога смотрится аккуратно. Надеюсь, будут хорошо и долго носиться как и вся обувь ARA.
Замечательные и внешний вид и комфорт для проблемных ног, довольна
","[""Амортизируют"", ""На среднюю стопу"", ""Комфортные"", ""Удобные"", ""Не давят"", ""Идут в размер"", ""Лёгкие""]"
"Туфли понравились. Подошли отлично. Очень красивые. Обожаю обувь этого бренда. Хочется больше классики на среднем каблуке.
Удобные туфли с устойчивым каблуком. Нигде ничего не давит и не натирает. За 15.000 красота! Камушки смотрятся благородно.
Красиво сидят на ноге. Внешне очень понравились. Не купила, так как очень жесткие. 
Комфортные туфли, на ногу средней полноты.
Красивые, смотрятся на ноге изящно. 
","[""Не натирают"", ""На среднюю стопу"", ""Комфортные"", ""Удобные"", ""Идут в размер""]"
"Подойдут на широкую стопу
не угадала с размером
На самом деле выглядят отлично и очень удобные, но не смотря на кожаный верх, подошва лопнула через четыре месяца, что приочень огорчило. Поэтому хорошенько подумайте 
Товар пришел с браком,возврат.
кеды удобные ,но мало мерят на размер 
Шикарные и делают ножку миниатюрной, плюс дешево за кожу
Легкие, удобные, брала для мамы
Громоздкие
Маломерки и нога дышать не будет, а так симпатично 
Удобные, отличные кросы
","[""На широкую стопу"", ""Маломерят"", ""Удобные"", ""Прочные"", ""Лёгкие""]"
"Очень удобные. Идут размер в размер.
Очень удобные, идут в размер
Классные мягкие лоферы, немного большемерят, но не спадают и не натирают. Как в тапочках)
Удобные и легкие
Очень удобные
Вживую выглядит лучше, чем на фото. Мягкие, удобные, в размер
Очень мягкие !
","[""Лёгкие"", ""Удобные"", ""Идут в размер"", ""Не натирают""]"
"Туфли маломерят. Не подошли
Хорошее соотношение цены и качества, единственное можно докупить более удобную стельку 
Мои любимые туфли
Хорошие туфли 
Выкупили, дочь в восторге. Немного тяжеловаты.
Модный, стильные
Тоже норм, взяли другую модель 
Хорошие туфли, идут размер в размер 
Ну чего еще модно было ждать за такие цены. Кожей там и не пахло)
Прикольно, но для прогулок неудобно. Пылятся в основном на полке. 
Я влюбилась в эти туфли, стилячие.
Немного маломерят. Виден клей
Маломерят, очень натирают( 
","[""Маломерят"", ""Не соответствует размеру"", ""Сильно натирают""]"
"Все супер! Люблю их.
Классные сандали, но издают звуки при ходьбе 
Задник мягкий удобный. Пытаюсь разносить передние перемычки. Очень жесткая там кожа с жесткими краями и нитками прошита. Долго не могу ходить. Натирают. 
Удобные, супер мягкая натуральная кожа, нигде не натирают, можно спокойно носить на голую ногу, сандалии сделаны очень качественно! Но сама подошва немного тяжёлая, поэтому для долгих активных прогулок могут не подойти
Супер! Смотрятся стильно, очень удобные, крепкие. За сезон с ними ничего не случилось. Люблю ❤️
","[""Не натирают"", ""Удобные"", ""Долго носятся"", ""Прочные"", ""Приятная кожа""]"
"Ну просто супер находка! Сначала мозолили немного (ну у меня косточка около большого пальца) а потом раз носились и стали моей любимой обувью на лето. Цвет не ярко-красный, как на фото, бледноват. Качество хорошее. 
Только вид. 

Качество за такую цену оставляет желать лучшего. 
Носила один день. Подошва стерлась за один день. 
Не удобные. как то болтаются на ноге
Яркие и лёгкие босоножки. Понравился удобный небольшой каблучок. Идеальны для повседневной носки.
Красивые босоножки,приятный цвет, очень удобны на ногах, не жмут, не натирают. Смотрятся стильно, можно подобрать под любой образ, будь это джинсы, или платье.
Очень удобные, красивые босоножки. Подчёркивают стройность ног!
Босоножки чудесные!
Удобно. Ярко . 
Красивые и стильные. 
Босоножки супер, очень понравились, качество хорошее. Шикарно выглядят на ножке
","[""Не натирают"", ""Приятная кожа"", ""Удобные"", ""Не давят"", ""Прочные"", ""Лёгкие""]"
