text,tags
"Круглые бусины совсем дешевые, как и окислившие колечки-соединители

Разобрала и убрала круглые бусины, чтобы смотрелось лучше; теперь выглядит лучше
Колье просто любовь. Очень красиво и дорого смотрится, дополнит любой образ. Сделано очень качественно!
Эффектное, необычное
Дешёвый пластик,белый,яркий,блестит,с перламутровым отливом.Совершенно не стоит этих денег.Так долго вылавливала его,а в итоге,сплошное разочарование.
Примерить его нельзя,так как прикреплен к картонке пластиковыми фиксаторами,нарушать целостность упаковки не разрешили.
Очень красивое 
Красиво многослойно, с футболкой джинсами смотрится пикантно. Нарочито круто то что это искусственный жемчуг 
На фото понравилось больше, чем в жизни. Не стала брать.
","[""Не протекает"", ""Дышит""]"
"Материал не колется. понравился красивый необычный цвет, стильно смотрится
плотная, интересная, но мне кажется меня не украсила Очень теплая. 
Очень понравился чепчик, тёплый с милыми завязками
Очень теплая и прикольная шапочка! Мне главное теплая конечно )
Мягкая, теплая , приятная . Взяла но есть сомнение . Как будто слетает , съезжает с головы, во время ходьбы, пока не понятно 
шапка держит форму, похожа ни то на чепчик, ни то на шлем) но тёплая, не спадает, не переворачивается на голове. материал будто валяная шерсть, но нет, полиэстер.

","[""Приятная ткань"", ""Держит тепло"", ""Есть дефекты""]"
"Мягенькая , очень понравилась!!!Спасибо!
Классная шапка .
И цена отличная )
Вообще классно, мягенькая, села как влитая
Прекрасна! Но цвет не впишу в гардероб(( 
Отличная приятная не колючая, но на теплую зиму холодную весну, ветер пропускает. 
К сожалению очень тонкая и лезит шерсть. 
очень классная  нежная, мягкая, красивая
","[""Приятная ткань"", ""Дышит""]"
"Хорошие, аккуратные, ничего лишнего. На размер 6,5 подошли, но великоваты в запястье. Не промокают. Для этих целей и брала - гулять с ребенком, лепить снежки 
Нормальные, немного торчал наполнитель, но за такую цену норм
Варежки хорошие, но выбрала другие, в веревкой, чтобы не терялись ;)
Стильные , теплые , стеганные  очень понравились , рекомендую 
Супер варежки, гуляю с коляской и руки пока не мерзнут. Они водоотталкивающие еще оказались! Уронила в лужу и им ничего) вообщем классные 
Неплохие варежки, теплые, но хотелось бы, чтобы резинка регулировалась 
","[""Не протекает"", ""Держит тепло"", ""Есть дефекты""]"
"К сожалению, второй раз пришел с браком.
Красивый,  интересная расцветка. Сидит плотно 
Красивый
Стильный и теплый
Мягкий, тактильно приятный материал, не колется. Сидит на голове довольно свободно, но при этом не спадает. Очень нравится расцветка — выглядит эффектно! Всё интересуются, где приобрела и делают комплименты. :) 
Сам капор прекрасен. Красивый, классно садится. К сожалению, пришел с браком. 
","[""Приятная ткань"", ""Удобный""]"
"Классный брелок! Рогов в деле)
Хороший брелок 
Хороший брелок. 
Сняла сердечко, чтобы сильно не бренчал. 
* сумка zarina  нат кожа ( очень понравилась) 
Прикольный брелок, симпатичный. Качество на 4. Цена считаю завышена. Посмотрим как в носке будет. 
Не понравилось качество , а так в целом как на фото
стильная вещь
Дёшево смотрится. 
Не смогла пройти мимо этой коллекции, хотя цена конечно дороговата для такого брелока.
Брелок сделан качественно , фурнитура хорошая , можно сочетать как с сумками так и с вещами. С черной сумкой из этой же коллекции смотрится очень стильно и дополняет образ 
Соответствует ожиданию 
Брелок очень понравился, сразу повесила на сумку 
Тяжелое, увесистое, заметное 
Не понравилось качество исполнения, оформила возврат 
Оригинальный
всё здорово. Спасибо
Понравился, оставила 
Брелок очень понравился!Все детали можно отсоединять и использовать отдельно! Супер 
Отличный брелок. Взяла на подарок. Стильный. Интересный 
Хорошенький брелок, забрала, но весь затроганный, отпечатки пальцев чужих остались
Офигенный брелок! Тяжёлый)) Можно разделить на 3 брелка)
Традиционно каждый год покупаю что-то из коллаборации с Роговым. Просто потому что очень уважаю и люблю Александра!!!
Спасибо!
- симпатичный брелок, если носить на сумке довольно ощутимо бренчит, большой - если планируете для ключей. 
- тяжеловат (детали сделаны из металла, добротные, сердечко открывается). 
- кубики с буквами легко вращаются, надпись может переворачиваться. 
- понравился, выкупила, смотрится хорошо. 
Он бренчит))) громкий брелок. Планирую повесить на ключи, хотя он типа обвес не сумку 
Симпатичный, заказала просто из за логотипа и цвета, хотя есть похожий и дешевле.Оставила.Тяжеленький, но буквы переворачиваются и немного бренчат от ветра.
Красивый, но немного тяжеловат из-за кубиков, в остальном очень стильный , видный, ношу на сумке 
Отличный брелок для этой коллаборации
очень милое
Звонкий, но мне понравился)) Повесила на сумку )))
Классный брелок!
Использую как подвес на сумку! Идеально!
","[""Образуют катышки"", ""Неудобный"", ""Приятная ткань"", ""Качественный""]"
"Классный,стильный! Браслет понравился. 
Очень качественный и красивый браслет , шармы с буквами на руке смотрятся очень стильно .
Милый, дочке понравился
Очень милая, стильная вещица! 
Очень красивый браслет
","[""Качественный""]"
"Хорошее качество 
Отличный! Приятный материал,качественная фурнитура. Удобный, теплый и стильный. 
Отличный капюшон, двухсторонний
Отличный капюшон! Очень довольна покупкой! 
Отличный: теплый, удобный, подходит и под пальто, и под куртку без капюшона, по скидке супер
Стильный, удобный, теплый капюшон. Очень удобно использовать с пальто, куртками без капюшонов. Горло закрыто, шарф не нужен, очень удобно!  
Купила в двух цветах, теплый, удобный
","[""Удобный"", ""Держит тепло"", ""Качественный""]"
"Очень красивое украшение 
Небольшая, симпатичная! Смотрится мило! Ношу на тонкой цепочке, можно на шнурке!
Я расстроена! Почему на фото крестик с большим колечком, а прислали с маленьким? Для меня это было важно!
снимаю одну звезду только за то, что колечко очень маленькое, а бралась подвеска именно под кожаный чокер этого бренда, пришлось приложить усилия, чтобы его закрепить. в целом товар качественный 
Стильная , красивая подвеска
Подвеска понравилась, давно положила на нее глаз и вот наконец-то приобрела.
Кулон потрясающий ❣️
Прекрасный. выкупила для браслета
","[""Есть дефекты"", ""Качественный""]"
"Выглядит очень дешево
Красивое, но хотелось поменьше в плане деталей. Для повседневной носки для меня крупное. 
Симпатичное ожерелье, бусина думала будет меньше . Но все равно выкупила 
Хорошо смотрится.  Колье симпатичное. 
Крупнее, чем на фото, но все равно красивое
Мне не понравилось. Наверное, для молоденькой девчушки.
Стильное, качество прекрасное!
Купила со скидкой хорошей, полная стоимость великовата для него
Очень красивое) для одежды с высоким горлом беру)
Купила на подарок, смотрится классно
Симпатичная, но взяла другой . А так рекомендую.
Отличное изделие за такую цену. На Алике можно найти и дешевле, но тут зато быстро доставили. Не тяжелая цепь, интересный дизайн, можно отнести к базовым современным украшениям. Подойдет к большому количеству образов. 
актуально, стильно, повседневная вещь, понравилась, возможна комбинация с другими аксессуарами.
Влюблена с первого взгляда,  ношу постоянно, вместе и раздельно, цепочку делаю как браслет, тоже очень даже
Колье замечательное!!! Выполнено безукоризненно! Очень стильная штучка! Однозначно рекомендую!!!
В целом хорошее колье, но смотрится совсем посредственно, поэтому выбор пал на другой бренд. 
","[""Приятная ткань"", ""Дышит"", ""Компактный"", ""Легко стирается"", ""Качественный""]"
"Нравятся, иногда ношу по раздельности
Стильное колье, можно носить отдельно и сочетать с другими изделиями , качество отличное. Покупкой довольна, рекомендую
Они прекрасны
Понравился дизайн, хорошо смотрится с повседневными и вечерними образами.
Очень стильное колье. Можно миксовать с другими и носить по отдельности  исполнение хорошее 
Украшение очень красивое, это не первое что покупаю у этого бренда, качество и дизайн нравится.
Выглядит хорошо.  Хорошее качество.  Очень стильное. 
Бесподобно! Получаю комплименты. 
Очень красивое, можно миксовать по-разному, по отдельности тоже красиво смотрится, уже второе колье  приобрела данного бренда, думаю еще заказывать
Очень понравились, ношу и как комплект, и как два самостоятельных украшения 
Великолепное!!!
Красивое особенно с камушками
Очень красивый комплект, но радовалась я 1 ,5 месяца. Цепь облезла, появился розовый оттенок, это с светом не постоянной носки. Очень расстроена. Сейчас ношу только бусы- они прекрасны, но в комплекте было гораздо интереснее. Если бы цепь облезла через год, поставила бы 5 звезд, но 1,5  месяца….. 
Очень понравилось) 
Универсальные бусы на лето. Цепь активно ношу отдельно, очень удобно
","[""Образуют катышки"", ""Удобный"", ""Есть дефекты"", ""Качественный""]"
"Хорошая шапочка, мягкая ,теплая ,не колется. Выбрала другого цвета этого же производителя
Очень мягкая, смотрится дорого. не оставляет следов на голове, не путает волосы
Теплая, очень симпатичная 
Теплая, красивая шапка. Подойдет почти под любую одежду. Рекомендую!
Хорошее качество 
","[""Приятная ткань"", ""Не ржавеет"", ""Не протекает"", ""Не деформируется""]"
"Тёплая, цвет обалденный, подходит под образ
Рекомендую 
Очень хорошая шапочка 
Хорошенькая. Мягкая. На 58 села хорошо. К костюму из флиса этой же фирмы по цвету подходит идеально. 
Ооочень теплая, флисовая подкладка внутри в районе отворота 
Любимая шапка. Теплая, мягкая, лоб не чешется в ней 
","[""Приятная ткань"", ""Держит тепло""]"
"Не понравился. Цвет выстиранной марли. И сам как марля. 
Лёгкий,нежный
Мне палантин понравился, тоненький, мягкий.
Качество ткани не подошло
Цвет отвратительный, как-будто его постирали с черными вещами
","[""Приятная ткань"", ""Неудобный"", ""Легко стирается""]"
"Красивое. 
Хотелось бы размер побольше,  а так кольцо красивое)))
кольцоотличное,оченькрасивое
Очень красивое кольцо
Камень на кольце смотрится очень красиво. Само кольцо очень прочное, согнуть невозможно. Размер - меньше 17-ого. Но его форма делает кольцо не пригодным для ношения. Очень жаль!
Кольцо прелесть! Даже на мой микро размер подошло. 
Моя любовь. Как оно сияет
И смотримся нежно
Кольцо хорошее, но спустя пару месяцев начало облазить снутри 
Кольцо красивое, но пришло немного кривое, на фото видно, сразу не заметила 
Очень красивое кольцо, тяжелое, размер регулируется 
","[""Приятная ткань"", ""Неудобный"", ""Удобный"", ""Прочные материалы""]"
"Идеальное
А фурнитура неожиданно лучше, чем в ожерелье из poison drop за 60т
Достойно выглядит, в отличие от многих колье этого бренда подошло не на худую шею (у бренда прямо проблема, большинство колье у вас только для тех, у кого шея похудела к лету, извините). Кошка смотрится эпатажно и уместно. Смотрится на свою стоимость, или даже чуть дороже своей стоимости, что несомненный плюс, лайк и респект. Это колье ушло подруге, себе оставила Мать драконов.
Очень люблю этот бренд. Колье добротное, тяжеленькое,аккуратное. Как для выходов в свет так и на повседневную носку.))))
Очень красивое. Плетение классное. 
Красивое, тяжелое, стильное
невероятно красиво
","[""Приятная ткань"", ""Качественный""]"
"Ношу по случаю. Выглядят красиво. Для маленьких ушёк тяжеловатые.
Суперские..не выцветают 
Очень красивые и качественные, не уступают брендовой бижутерии 
Мне не подошли
Отличные, спасение для тех,  у кого есть аллергия на обычную бижутерию, сплав противоаллергенный. Легкие, красивые, цвет - похож на желтое золото. 
Очень красиво  я давольно 
","[""Легко стирается"", ""Не деформируется""]"
"Замшевый черный очень понравился 
Красивый ремень 
Ремень хороший! Не протирается. Смотрится хорошо

Отличный ремень!
Смотрится хорошо , мягкий, натуральная замша . К покупке советую .
Отличный ремень. Длинный, можно подрезать. 
Ремень отличный , ношу пол года
Ремень классный, мягкий, приятный! Покупкой довольна!
Очень понравился. Думаю именно замшевый так классно смотрится. 
Ремень хороший,мягкий ,но для меня он не реально длинный 
отличный ремень,смотрится дорого
Покупала такой ремень пару лет назад и осталась в полном восторге! мягкая замша, насыщенный черный цвет. Спустя пару лет активнейшей носки он поистрепался, решила перезаказать - вот буквально открыла историю заказов, прошла по ссылке и кинула в корзину тот же ремень (фотки те же, описание то же, только цена стала кусачей, но я готова была платить за качество)

Но мне пришло вообще не то! Длиннющий ремень которым можно обмотать талию два раза. Жесткая, будто потертая замша, цвет не такой насыщенный. Буду возвращать(
Прорези в ремне этого цвета круглые с потертосями на замше, а не овальные, как на фото. Попробую перезеказать.
Хороший ремень
Красивый, качественный ремень 
Рекомендую 
Отличный базовый ремень, смотрится дорого 
Грубоват , замша как будто выцвела 
качественный ремень 
красивый качественный ремень




Третий беру , все в разных цветах 
Отличный ремень за свои деньги!
Качество хорошее, ношу месяц, пока нареканий нет
Торчали чужие волосы, качество так себе. Даже открывать не стала
Красавчик, отличное качество

Отличный ремень, год или больше в носке. Почти как новый
В целом ремень неплохой, показалось, что отдает темно коричневым, из за светлой обратной стороны.
","[""Приятная ткань"", ""Есть дефекты"", ""Долговечный"", ""Качественный"", ""Не протекает""]"
"Хороший, крепкий зонт.
Зонт достаточно тяжёлый, об этом писали многие. Широкий (можно спрятаться вдвоем), 12 спиц,
кажется крепким (но ещё не проверяла сопротивляемость ветру и дождю). Спокойная расцветка. Закрывается с небольшим усилием. Есть свои особенности, но плюсы (цена, качество) перевешивают. Выкупила
Большой купол, ручка  и спицы не хлипкие, рукоятка очень удобная, цена очень порадовала, я довольна, к покупке  рекомендую.
Большой,мне понравилось Всё
Красивый цвет и размер большой 
Зонт визуально очень приличный, но при первом же открытии раскололась пластиковая таблетка, прикрепленная сверху по центру купола.., отказ...
Отличный зонт
Красивый , яркий . По качеству посмотрим на деле
Очень хороший зонт. Прочный. Класс. Три штуки купила разных цветов. 
Отличный зонтик по детской цене! Большой, 12 спиц, крепкая ткань. Рисунок так себе, лучше бы однотонный был, но за такую цену и качество грех придираться)
Зонт большой, плотный, достаточно крепкий 
Хороший зонт за приличную цену! 
Единственный плюс- большой купол и недорогой зонт. Минус - тяжелый, тяжело складывать и тем более надевать чехол. Зато цена низкая, на осень пойдёт 
Красивый, прочный зонт. Много доп. спиц. Надеюсь прослужил долго
Зонт отличный, большой. Тяжеловат, конечно.
Отличный зонт, большой, яркий цвет 
Очень качественный хороший зонт -просто за смешные деньги!
На вид хороший. Ещё не пользовалась.
Отличный зонт,пока еще не был задействован по назначению.Сколько прослужит-время покажет.
Супер!
Качество очень хорошее. Цвет яркий.
Красивый, но болтается основание, когда держишь его в руке. Тяжёлый для меня.
Большой, хорошо защищает от дождя. Единственный минус -тяжелый
Классный зонтик!маленький но мощный
Это лучший из зонтов какие у меня были, большой красивый удобный
Размер большой для меня
Какой шикарный зонт! Прочный, надежный, красивый!
За день до этой покупки приобрела другой. Там механизм сложнее работает. 

В общем, прекрасный зонт!!! 
Качество исполнения , цвет. Проверенный бренд.
Зонтик понравился. Первое испытание ветром и дождем прошел успешно)
Очень классный, большой, то что хотела
Качественный и красивый зонт.
Хороший большой зонт. Посмотрим как будет в использование.
Хороший зонт
Большой красивый зонт. Теперь будем проверять дождем и ветром)))
Хорошая плотная ткань.
","[""Приятная ткань"", ""Неудобный"", ""Плотный"", ""Удобный""]"
"Расстроилась, т.к. если стразики видны, то колечко с надписью повернуто стороной без надписи. Собрали криво, получается. Считаю, что цена немного завышена. Но колье красивое
Очень качественная бижутерия , рекомендую 
Брала в подарок сыну , 25 лет, ему чокер очень понравился, носит с удовольствием. Качественная фурнитура, сдержанный дизайн.
Очень красивое колье 
Отличный аксессуар. Хорошо смотрится.
","[""Приятная ткань"", ""Компактный"", ""Качественный""]"
"Интересная, ношу как дополнение к любому другому кулону.
Красивое очень украшение) можно носить как галстук, так и в 2 оборота вокруг шеи. На тонкую шею получается даже свободные обороты. Рекомендую!  
Не плохое, но мнение подошло под образ
Понравилось всё: дизайн, цвет, можно носить и как чокер и как колье, отличная упаковка 
Купила на подарок. Красивое, длинное колье
Очень красиво, тяжеленько, можно носить двумя способами (в два раза и в один).  Приглушенный блеск
очень красиво смотрится!
Не подошли визуально. А так красивые. 
Колье красивое, но мне в два оборота коротковато - на тоненькую юную шею рекомендую)))
Колье красивое , но в два оборота когда надеваешь - сдавливает шею . Так что носить как на фото не получится 
Очень стильное колье. Но выбрала жругого цвета.
Красивое украшение. Но в два раза не получилось обернуть вокруг шеи 
","[""Приятная ткань"", ""Неудобный""]"
"Класссные перчатки
Перчатки классные, теплые и удобные, не тот цвет заказала 
Отличные качественные перчатки, действительно подходят для сенсорных экранов
Классные ,стильные перчатки!Очень довольна!
Качество отличное.  Кожа мягкая.  Очень красивые.  Великолепные перчатки. 
Отличные перчатки! Стильные, удобные 
перчатки сиильные и тёплые!!!! Выкуп 
Перчатки качественно сшиты, теплые., приятные на ощупь.
","[""Приятная ткань"", ""Удобный"", ""Держит тепло"", ""Качественный""]"
"Суперские! Кожа нашита на вязаные перчатки, теплые и стильные! Советую на 120% к покупке!
Классные перчатки , тёплые с стильные
Хорошие, теплые перчатки, немного толстовато смотрятся, но наверное теплые.
Отличные, удобные и теплые.
Приятные на ощупь, качественные 
Перчатки очень стильные,качество кожи отличное ,мягкая)) и теплые внутри есть шерстяной подклад 
Шикарные перчатки ! Классный стиль, комбинация натуральных материалов, кожа просто наимягчайшая!! И этот бонус , что на указательном пальце - специальная вставка для пользования телефоном !!! Вот за это прям огромная благодарность!!! Очень удобно в холодное время !! 
Необычные из-за сочетания кожи и трикотажа. 
Перчатки просто мечта. Очень стильные.  Сочетание натуральной кожи и трикотажа смотрится супер красиво и необычно. Подойдут для стильной барышни или дамы в качестве подарка.
","[""Приятная ткань"", ""Удобный"", ""Держит тепло""]"
"Очень теплая.  Не колется.  Хорошая шапка. 
Приятный материал,комфортная и теплая.СПАСИБО БОЛЬШОЕ!!!
Теплая, качество хорошее 
Комфортно, тепло, голова не чешется
Очень толстая. Носила пару раз, и уже в  катышках
Оригинальная
","[""Приятная ткань"", ""Удобный"", ""Не ржавеет""]"
"Отличные серьги 
Отличные серьги, очень красивые! Брала в подарок  
Пришли со сломанным гвоздиком(
Серьги очень красиво смотрятся,но для меня тяжеловаты,отказ в пользу другой модели.
Крутые! Просто нет слов 
Выполнены под серебро. Очень легкие! Застежки надежные.
Слишком неестественный цвет
Очень милые!
","[""Приятная ткань"", ""Неудобный"", ""Легко стирается""]"
"Яркий, мягкий, пушистый. 
Шарф очень мягкий, теплый. К моей одежде прилипал не сильно, особо не скатался
После носки весь закатался(
Мягкий,цвет красивый,
Цвет красивый, но на концах висят какие-то нитки не в тон вместе с бахромой 
","[""Приятная ткань"", ""Удобный"", ""Держит тепло""]"
"Прекрасное летнее украшение 
Бусы топчик!
Миленькие, не броские. Легкие. Смотрятся изящно
Симпатичные летние бусы, хороши на отдых, к пляжной одежде. 
Красивые бусы, немного колется пои носке, но я догадывалась заранее) 
Очень красивые!
Интересный дизайн. 
Понравился чокер . Достаточно универсальный . Короткий, под шею. 
","[""Легко стирается"", ""Качественный""]"
"Классная шапка, прекрасный состав, тонкая, как я и искала. Взяла в 2х цветах.
Шапочка понравилась , хорошо села. Только она не серая, а скорее лиловая.
Тонкая, мягкая кашемировая шапочка, на нашу зиму 
Мягкая и приятная. Волосы от нее не магнитятся! На небольшой мороз или с капюшоном вполне тепло будет.
Очень приятная, не колется
не села шапка, не выкупила
Отличная шапка , теплая, качество супер. 
Приятная шапка хорошего качества, но цвет подойдет не всем
По качеству неплохо, по цаету не серый 
","[""Приятная ткань"", ""Не ржавеет"", ""Держит тепло"", ""Есть дефекты""]"
"Шарф прикольный, но очень широкий, как палантин, под куртку точно не наденешь, только если под овер сайз. Долго ждала скидку на него, взяла за 2500,думаю цена в 1600 отличная
Как пушистый зайчик,теплый,стирается замечательно,ничего с ним не произошло
Классный шарф, безумно теплый и комфортный.
Суперский. Мягкий, как облачко 
Шарф очень мягкий и действительно по факту длиннее чем кажется по фото
Отличный шарф! Большой , тёплый,пушистый!
Теплый, пушистый уютный , правда под куртку слишком толстый 
Уютнейшая макушка )
Очень мягкий, теплый шарф. Тактильно как плюшевая игрушка. 
В живую показался больше, чем на фото, что для меня огромный плюс 
Очень мягкий 
Очень красивый шарф. Мягкий как кролик. Единственное, что смущает какой будет после стирки 
мягкий, теплый, красивый
Мягкий, тепленький шарф
","[""Приятная ткань"", ""Удобный"", ""Держит тепло"", ""Долговечный""]"
"Шикарный цвет, мягкий, приятный. Хорошее качество. Рекомендую.
Классный шары , теплый и цвет потрясающий 
Красивый, теплый.
Очень мягкий шарф ! Приятный на ощупь ! 
Цвет как на фото 
Мягкий, приятный
Очень классный. И цвет и структура. Очень теплый, нежный. 
Мягкий и достаточно теплый, но при этом не такой жаркий как с шерстью, мне понравился. А цвет такой универсальный
Соответствует описанию
Очень приятный и мягкий! НО!! Спустя месяц - катышки;( 
Очень мягкий
Отличный палантин, мягкий, красивый цвет 
Мягкий, красивого цвета палантин. Рекомендую.
Мягкий, тёплый. Рекомендую.
Нравится цвет, возможно закатается, а так пока приятная ткань
Супер палантин.  Очень комфортный и стильный. Рекомендую всем!!!
Хороший шарф 
Мягкий, теплый.
Неплохой палантин, мягкий 
Хороший палантин. Теплый, приятный на ощупь.
Пришел с пятном небольшим.
Мягкий, комфортный.
Приятный кофейный цвет, взяла в подарок
","[""Приятная ткань"", ""Удобный"", ""Держит тепло""]"
"Очень стягивает голову, нет она не поднимается наверх. Она просто внешне выглядит как шапочка для плавания. Голову стягивает, через 10 минут зуд невыносимый.
Кому важно, шапка двойная, теплая, немного пушистая. 
Шапку супер. Спасибо!
Офигенная шапка 
Очень милая шапка. Мягкая. 
Шапка очень мягкая
","[""Приятная ткань"", ""Дышит""]"
"Покрылся катышками немного к сожалению, но от этого не перестала его любить. Такой яркий, идеальная длина и ширина, теплый 
Мягкий шарф. Теплый
Очень понравился
Шарф мягкий, практически не колется. Цвет очень красивый - цвет мне подошел, поэтому купила дополнительно и шапку, и варежки. На фото прилагаю рекрмендации по стирке
Шарф понравился, отличная длина и ширина, не большая, не маленькая, подходит к шапке, немного колется, качество очень хорошее. Кому подходит оранжевый цвет, очень рекомендую 
","[""Приятная ткань"", ""Удобный"", ""Держит тепло"", ""Качественный"", ""Не ржавеет""]"
"Очень классный шарфик. Приятный тактильно
Отлично смотрится
Шарф симпатичный ,но колючий ,я не купила 
хороший,мягкий
Отличный, только под шапку не подошел(((
Шарфик понравился! Цвет замечательный!
Очень приятный на ощупь и цвет красивый серый с розовым оттенком
","[""Приятная ткань"", ""Удобный"", ""Не протекает""]"
"Классная,мягкая,после стирки форма сохранилась,теплая.
Не понравился цвет,и она будет рушиться,по форме компактная.
Стразы отлетают 
Купила, класс, цвет беж приятный, камешки мимими))
Шапка очень хорошая ,стразы,миниатюрные,и светятся деликатно!
Замечательная теплая шапка
","[""Приятная ткань"", ""Держит тепло"", ""Дышит"", ""Компактный""]"
"Мягкие, шелковистые, приятные на ощупь. При этом плотные, очень красиво и женственно смотрятся на руке. Идеально для поздней осени. Не красят руки. 
Плотные, на теплую зиму, позднюю осень. 
Качество понравилось.  Отличные перчатки.  Мягкие теплые. 
Мягкие, теплые, удобные. Смотрятся красиво, качество отличное.
аккуратные, удобные по посадке перчатки
Перчатки неплохие, только  холодные . Зацепки быстро появились 
просто хорошие перчатки, сели идеально
Супер качество. Взяла несколько пар разного цвета. Пальцы длинные. Селят комфортно.
Перчатки понравились, даже на мои длинные пальцы оказались как раз. 
Очень классные перчатки, эффект под замшу 
Выглядят дорого и элегантно. Купила + еще 2 пары на подарок. Рекомендую.
Чудесные, мягкие. Может чуть коротковаты на мою кисть, но у меня рост 180. Всеравно купила. 
На внутренней бирке стоит размер М.
Очень приятная тактильно ткань. Носила сезон, потом потеряла(((
","[""Приятная ткань"", ""Удобный"", ""Держит тепло"", ""Качественный"", ""Плотный""]"
"Мягкие, теплые, хорошо облегают руки. 
Очень красивые. Хорошо сидят на руке.
Даже купила вторые маме.
Хорошие, плотные, думаю теплые, но цвет какой то не понятный 
все хорошо по качеству и по размеру, но цвет не такой. как на фото 
Перчатки на весну осень продувается
","[""Приятная ткань"", ""Удобный"", ""Дышит"", ""Держит тепло"", ""Плотный""]"
"Теплее и красивые 
Теплые перчатки 
Хорошие перчатки, но малые даже на небольшую руку. Ношу перчатки этой фирмы обычно S
Тепленькие, хорошего качества!
Перчатки очень красивые, не колются. На узкую, маленькую ручку
","[""Приятная ткань"", ""Не ржавеет"", ""Держит тепло""]"
