text,tags
"[""Сумка понравилась , в носке пару недель, пока как новенькая "", ""Классная сумка. Красивая. Цвет серо-оливковый. "", ""Отличная  "", ""Сумка неплохая. Очень качественная, красивый цвет, материал очень понравился. Пришла в пыльнике. Но не взяла из-за круглого дна (к сожалению, на фото было не заметно). Если для Вас не имеет это значения, то рекомендую.""]","[""Высокое качество"", ""Удобная""]"
"[""Яркая, необычная, можно регулировать форму завязками, супер сумка"", ""Внешне классная, следы клея были, но легко удалились. Яркая, большая. Неудобно носить) скатывается с плеча, в руке нести - висюльки шаркают по дорожной поверхности. И непонятно почему она стала на тысячу дешевле))? Бесит такое "", ""Выглядит интересно. Ожидала, что она будет немного меньше, но можно утянуть висюльки. Мне не понравился материал, конечно чего-то качественного ожидать за такую цену и не стоило, но сам материал выглядит дешево. Фурнитура тоже очень простая, внутри даже хлипкая "", ""Очень вместительная ""]","[""Дешево выглядит"", ""Вместительная"", ""Есть дефекты""]"
"[""Вполне себе достойный вариант. Мак спокойно входит, дно не провисает. Косметичка вместительная. Исполнение аккуратное, выглядит дороже, чем стоит. И что приятно-полное отсутствие лейблов. Этакий качественный, спокойный, достойный ноунэйм. "", ""все супер, выносливая масс маркет на каждый день"", ""Сумка понравилась новой хозяйке "", ""Классная сумка "", ""Сумка очень понравилась! Приятная кожа, посмотрим как будет в носке."", ""Качественная сумка,вечная классика и под туфли и под кеды и кроссовки \nКожа натуральная ,размер то что надо \n"", ""Это любовь с первого взгляда❤️ Вместительная, красивая, натуральная кожа"", ""Хорошая вместимая "", ""Вместительный и лаконичный кожаный шоппер, без маркировки бренда - что очень порадовал, есть внутри сумка органайзер - что тоже очень удобно, проходила всю зиму и раннюю весну. "", ""Понравилась сумка, вместительная, качественная"", ""Пришла совсем другая сумка , к сожалению "", ""Великолепная сумка, я влюблена "", ""Рекомендую. Вместительна , стильная и качественная сумка "", ""Отличная , вмещает ноут "", ""Пришел не тот цвет"", ""Мечта всей моей жизни. Приятно держать в руках, хожу не расставаясь. Качественная, практична, все влезает. Хожу в университет с ней "", ""Моя любовь  Как я раньше без неё жила?""]","[""Прочная ткань"", ""Высокое качество"", ""Вместительная"", ""Хорошая упаковка""]"
"[""Отличная сумка, качество достойное. Из минусов - смутила пряжка на ручке, выглядит не очень. Но форма сумки стильная и она довольно вместительная."", ""понравилось "", ""очень мягкая,вместительная, красивая базовая сумка."", ""Пришла хорошо упакованная, именно такая, как я хотела. Спасибо, все отлично!""]","[""Лёгкая"", ""Вместительная"", ""Удобная""]"
"[""Очень красивая и удобная сумка для пляжа "", ""Классная качественная сумка "", ""Сумка хорошая, вместительная, прочная, носила на пляж и в путешествии. Укладывала туда книгу, банки с колой, нарезанные фрукты, кремы от загара и разные мелочи. Жаль, что нет внутреннего кармана для телефона/карт/мелочей, пришлось приладить косметичку для этих целей. В целом выручила меня. "", ""Она прекрасна "", ""В живую намного круче смотрится и давольно вместительная. "", ""Красивая сумочка. Удобная и вместительная."", ""С удовольствием хожу с ней на пляж !!! Размер идеальный: вмещает всё необходимое!!! На море привлекает к себе внимание!!!"", ""Отлична сумка, очень красивая и удобная "", ""Удобная, большая, красивая очень, надеюсь, выдержит отдых на море. Спасибо""]","[""Прочная ткань"", ""Вместительная"", ""Удобная""]"
"[""Легкий,удобный рюкзак.Заказывали 2 рюкзачка сыну в школу этой фирмы.Понравились оба.Но внешне сыну понравилась другая модель."", ""Легкий , вместительный , много карманов , ребёнок доволен "", ""Хороший вместительный рюкзак "", ""Отличный рюкзак. Ребёнок отходил год в школу, рюкзак в идеальном состоянии. Будет использовать и в новом учебном году  ""]","[""Лёгкая"", ""Прочная ткань"", ""Вместительная""]"
"[""Идеально сшит, качество отличное, шнурок очень туго затягивается, очень не удобно, не поняла."", ""Рюкзак отличного качества. Очень понравился "", ""Туго не затягивается. Но можно было бы внутрь что-то придумать с мешком если бы сильно понравился"", ""Очень даже неплох рюкзак. Стильный, легкий, хороший цвет и качество отличное. Возможно застежка бы не помешала (кнопка, пряжка). Для лета по такой цене супер""]","[""Лёгкая"", ""Высокое качество"", ""Тяжёлая"", ""Хорошая упаковка""]"
"[""Сумка супер, всё понравилось"", ""Она великолепна"", ""Сумка симпатичная. Но на мой вкус маловата. И цена завышена."", ""Красивая и качественная сумка.  Много карманов.  Вместительная. Жаль что бумага А4 не входит. "", ""Качественно всё прошито. Кожа очень нежная. Внутри приятный подклад."", ""Сумка очень классная "", ""Качественная , приятная кожа , универсальная и подходит ко многим образам. Не пожалела, что купила. Рекомендую "", ""Потрясающее сочетание удобства и элегантности"", ""Сумка хорошая. Держитесь форму""]","[""Удобная"", ""Хорошая упаковка"", ""Вместительная"", ""Высокое качество"", ""Универсальная""]"
"[""Сумка из качественного текстиля, вместительная и красивая"", ""Сумка интересная. Но пришла с деформированной короткой ручкой и запахом. Жаль. Отказ."", ""Рекомендую! Вместительная, стильная "", ""Понравилась ""]","[""Удобная"", ""Есть дефекты"", ""Неприятный запах"", ""Вместительная"", ""Высокое качество""]"
"[""Сумка моя любовь , и на тренировку и на пляж. "", ""Отличное качество "", ""Все понравилось. Немного расстроило, что дно сумки никак не укреплено и сшито из материала, кладезь туда вещи и оно провисает. А так качество идеальное, размеры сумки внушительные, для поездок самое то!"", ""Сумка очень классная! \nОгромная нереально, в неё можно уместить что угодно) \nКачество очень достойное, все швы отлично выполнены, материал очень прочный и приятный "", ""Шоппер хороший, пришел отлично запакованный, сшит из прочного текстиля, вместительный, покупкой довольна. Хотелось бы конечно чтобы он хоть как-то закрывался, было бы вообще отлично."", ""Хорошая хлопковая сумка, очень большая на рост 164, с отделением внутри и кнопкой, лейбл просто наклейка, а не вышивка, очень жаль, на море быстро обдерется…"", ""Удобная, в недолгую поездку вмещает все необходимое. Из минусов, она довольно маркая, но в целом удачная "", ""Сумка отличная и в пир и в мир как говорится, качество хорошее, из натуральной ткани, швы идеальные, внутри карман с замочком, цвет внутри светлый беж "", ""Отличная сумка "", ""Полнейшее разочарование. Сумка пришла вся в каком-то белом мусоре (а-ля дома живет кот), этикетки мятые, кругом торчат нитки. Ужас просто "", ""Очень вместительная большая сумка. Брала для путешествий "", ""В подарок брал, все понравилось "", ""Качество супер ""]","[""Вместительная"", ""Хорошая упаковка"", ""Прочная ткань"", ""Удобная""]"
"[""Сумочка качественно сшита, жаль, что нет длинного ремня и внутри нет отдельного кармашка, размер небольшой, поместятся (телефон, зеркальце,, ключ) но в общем симпатичная"", ""Классная и очень стильная сумка "", ""отличная сумка за такую цену"", ""Не вау. На фото выглядит лучше, чем вживую. Маленькая, неудобная (на мой взгляд). Хотя, смотря кому для каких целей. "", ""Отличная миниатюрная малышка, качественный пошив. Запаха нет. Выглядит так же, как на фотоотзывах у девочек. И цена была - прелесть."", ""всё  отлично""]","[""Удобная"", ""Высокое качество"", ""Неприятный запах"", ""Компактная""]"
"[""Мужу очень понравилась "", ""Хорошая сумка. Правда, она только на одну сторону. На другое плечо не перекинуть. "", ""Отличная, очень качественная. В активной носке! "", ""Удобная, крепкая сумка"", ""Классная сумка! Молодой человек доволен"", ""Так себе,  просто сумка , не понравилось!"", ""Сумка отличного качества. Дизайн тоже пушка. Спасибо!\n""]","[""Есть дефекты"", ""Высокое качество"", ""Вместительная"", ""Удобная""]"
"[""Шикарный клатч, покупали на свадебное мероприятие, выглядело потрясающе с вечерним образом. "", ""Красивая сумка"", ""Мега красивый и удобный клатч!"", ""Клатч очень красивый. Сначала жемчуг выглядит желтым, мне это не понравилось, но подруги отговорили возвращать, так как из далека выглядит молочным и желтым не отдает цвет, надеюсь к платью подойдет, ещё не примеряла…."", ""Красиво, качественно, презентабельно. Но смартфон туда не поместится. Помада, ключи, картхоодер войдут"", ""Смотрится очень дешево, хотя красивая, но своих денег стоит"", ""Ла мода скатилась ниже плинтуса, качество это просто ужас, снизу бусинки оторваны, неровности. Застёжка вообще не открывается. За такие деньги, ну бред. Ужас, отстой. Не стоит своих денег, слишком высокая цена, за бомжовое качество.""]","[""Есть дефекты"", ""Дешево выглядит"", ""Хорошая упаковка""]"
"[""Классная сумка. Мягкая, стильная.. Одним словом-оправдала все ожидания."", ""Отличная сумка!"", ""Сумочка классная"", ""Для своей стоимости вполне достойная сумочка"", ""Отличная сумка, немного неаккуратно подшили ремень ""]","[""Лёгкая""]"
"[""Отличная сумка, ткань водостойкая"", ""Все отлично "", ""Классная сумка, качество отличное, очень вместительная!"", ""Отличный рюкзак за такую цену "", ""Удобная, универсальная, унисекс )))"", ""теперь ношу в ней котлету с разменом "", ""Носит сын и муж).. буду покупать вторую "", ""Очень хорошего качества!мужу понравилась и цена приятная ♥️"", ""Сумка отличная , без брака и запаха . Нитки не торчат . ""]","[""Прочная ткань"", ""Удобная"", ""Вместительная"", ""Высокое качество"", ""Универсальная""]"
"[""Сумка классная, но очень маленькая, телефон не помещается"", ""Очень милая сумка! Но мало вмещается "", ""Такая милая  "", ""Сумка очень очень маленькая, но больше всего расстроило это внутренний магнитный крючок, он очень плохо работает, сумка не закрывается , слабый магнит , прям разочарована. Купила потому что сама сумка неплохая "", ""Милая сумка "", ""Идеальная сумочка! Несмотря на размер, вместительная и очень стильная, ремешок регулируется. Черный цвет очень приятный, не зеленит и не блеклый"", ""Очень маленькая , но красивая сумочка❤️Выполнена аккуратно, смотрится хорошо. Дочь довольна"", ""Нормальная сумка, жена довольна"", ""Отличная сумка "", ""Шикарная сумка. Универсальная, в меру вместительная, качество топ"", ""Пришла без брелока мишки в комплекте "", ""Очаровательная"", ""Понравилась, отличное качество ""]","[""Удобная"", ""Есть дефекты"", ""Вместительная"", ""Компактная"", ""Высокое качество"", ""Хорошая упаковка""]"
"[""Брала на пляж, помещалось два полотенца и вода. Очень вместительная"", ""В дорогу прекрасно "", ""Отличный вместительный шопер. Ткань сверху немаркая, непромокаемая, как пленка, очень ноская "", ""Быстро сломался замок, порвалась молния"", ""Качественно \nВместительно \nЭстетично \nПрактично \nК покупке рекомендую!""]","[""Прочная ткань"", ""Заедает замок"", ""Вместительная"", ""Удобная""]"
"[""Добротная красивая сумка, универсальный цвет и удобный размер . В комплекте два ремешка: длинный и короткий. Качество отличное  "", ""Великолепное качество за приемлемые деньги "", ""Очень милая. Смотрится изящно. "", ""Элегантна, аккуратная сумочка. Выглядит очень хорошо. "", ""Отличная качественная сумка""]","[""Высокое качество"", ""Функциональная"", ""Универсальная""]"
"[""Хороший качественный удобный рюкзак "", ""Взяла дочери для походов и дачи. Приятно удивлена качеством, тк стоил до 1000 . Большой и вместительный. Цвет хороший, не сильно маркий"", ""Взяли другой такой фирмы"", ""Хороший рюкзак по бюджетной цене. Качество понравилось, цвет приятный, легкий, объем оптимальный. Купила на подарок, надеюсь, что понравится.""]","[""Лёгкая"", ""Высокое качество"", ""Вместительная""]"
"[""Все отлично."", ""Отличный мешок! "", ""Все класс! "", ""очень удобный мешок. возьму ещё\n"", ""Шикарнейшая вещь, особенно за свои деньги. Можно свернуть и засунуть в кармане джинсов, а в магазине с шиком развернуть и запихать в него ящик пива Вместительный.  Рюкзак качественный. "", ""Удобный, практичный "", ""Материал тонковат"", ""Хорошее качество ""]","[""Прочная ткань"", ""Высокое качество"", ""Вместительная"", ""Удобная""]"
"[""Смотрится хорошо, в подарок отлично"", ""Очень плотный подклад, качественная искусственная кожа, много карманов не громоздкая! Выглядит дорого, рекомендую к покупке "", ""Отличная сумка "", ""Отличная,качественная сумка. Очень вместительная.  Очень вместительная.  Форму держит.  Форму держит.  Много карманов.  Супер классная. ""]","[""Высокое качество"", ""Вместительная"", ""Хорошая упаковка""]"
"[""Хорошая добротная сумка, качество хорошее. Вместительная. Приятная тактильно. Оставила себе "", ""Отличная сумка, стильная, материал мягкий. Качество хорошее. Строчки ровные, выглядит замечательно. Достаточно большая. "", ""Хорошая сумка, идеальный размер "", ""Хорошее качество,  вместительна"", ""Удобно,красиво"", ""Соответствует описанию "", ""Сумка понравилась,  вместительная как на фото."", ""Не очень удобная.""]","[""Прочная ткань"", ""Удобная"", ""Есть дефекты"", ""Вместительная"", ""Высокое качество""]"
"[""Товар качественный, оригинал.  Брали в подарок. "", ""Ужасное качество. Даже месяц не прошел,как она вся облезла.Отправили заявку на возврат.Прошу согласовать."", ""Красивая, но материал очень не очень, фурнитура из хлипкого пластика, ремешок не держит форму. Кожзам быстро износится, к сожалению отказ"", ""Рекомендую к покупке!"", ""Все отлично ""]","[""Быстро изнашивается"", ""Есть дефекты""]"
"[""Качественная сумка "", ""Жена довольная сумкой. По выходным выгуливает её."", ""Идеальная сумка!"", ""Маленькая но вместительная, аккуратная стильная ""]","[""Высокое качество"", ""Вместительная"", ""Удобная""]"
"[""Все отлично "", ""всё прекрасно, мы довольны. Рюкзак качественный. "", ""Выбрала другой рюкзак, тк у этого дно из кож зама , побоялась, что будет царапаться и обираться, ребенку при росте 146 норм  громоздко не смотрится , материал рюкзака добротный "", ""хороший, стильный, качественный"", ""Красивый, стильный. Сшит качественно. "", ""Рюкзак огонь!!! Вместительный. Отменное качество!"", ""Отличный все стильный рюкзак. Дочь осталась в восторге "", ""все отлично супер класс"", ""Очень понравился , качество "", ""Рюкзак доставили с браком(""]","[""Вместительная"", ""Высокое качество"", ""Прочная ткань"", ""Хорошая упаковка""]"
"[""Отличная сумка \n"", ""Отличная сумка, чип читается"", ""Сумка оригинал, пришла в хорошем состоянии "", ""Отличная сумка ""]","[""Хорошая упаковка""]"
"[""Элегантная сумка "", ""Чудесная малышка,отличного качества.\n"", ""идеальная! "", ""Прекрасное качество, идеальная маленькая сумочка ""]","[""Высокое качество"", ""Вместительная"", ""Компактная""]"
"[""сумка очень классная \n"", ""Качественная сумка "", ""отличная сумка, удобно"", ""Черная с тиснением, достаточно вместительная"", ""Классная сумка! Красивая, вместительная! По цене приятная, единственный момент, что это guess eco - линейка, выпускаемая под брендом guess.""]","[""Вместительная""]"
"[""Отличный кошелек, вместительный, из натуральной кожи, качественные швы, стильный аксессуар, советую "", ""Понравилось всё, кроме того, что всё-таки застежки не хватает."", ""Сыну понравился"", ""Качество супер ""]","[""Высокое качество"", ""Вместительная"", ""Хорошая упаковка""]"
"[""Великолепно все "", ""Суперский! Люблю необычные сумки. Стильная, лаконичная, подходит к разным образам. И очень вместительная!"", ""Офигенский рюкзак! Стильный вместительный "", ""Ну капец как расстроили! Я его так хотела! Он прекрасен! Но пришёл с жутким заломом! Думала перезаказать, так он уже на тысячу дороже! Остаётся надеяться, что расправится залом, а пока ходить с видом, что так и задумано"", ""Грубоватый, отказ "", ""Очень классный, влюбилась с первого взгляда "", ""Очень качественный, стильный и красивый! И со строгим образом и на спорт.""]","[""Высокое качество"", ""Вместительная"", ""Хорошая упаковка""]"
"[""Очень вместительный рюкзак приятного шоколадного цвета. В жизни чуть светлее, но он офигенный. Уже два раза брала его с собой в ручную кладь. "", ""По качеству супер. Единственное,что ткань скользит и на одном плече вообще не держится,но не для этого брали. "", ""Плотный материал "", ""Хороший рюкзак, вместительный"", ""Вместительный, надежный . Ткань крепкая, замки  надежные, много кармашков . Правда верхний клапан все время застревает в замке при открывании и закрывании, надо рукой придерживать. Лямки плотные широкие""]","[""Вместительная"", ""Быстро изнашивается"", ""Прочная ткань"", ""Надежный замок""]"
"[""Отличная сумка "", ""Покупок довольна, смотрится шикарно! Рекомендую"", ""Очень качественная сумка, понравилась что аккуратные швы, приятная кожа, красивый цвет. Смутило что она немного скрипит, надеюсь со временем перестанет. \nОсобенно обрадовало её вместительность, рекомендую "", ""Сумка очень красивая, дорого смотрится. "", ""Сумка огонь❤️‍""]","[""Высокое качество"", ""Вместительная"", ""Хорошая упаковка""]"
"[""Очень крутой, прям не нарадуюсь. Качественный, легкий, замки идеально открываются "", ""Рюкзак очень вместительный!Качество "", ""Шикарный рюкзак!!!! Взяла школьнику 5 класс, размер прям самое то, не большой не маленький !!!! "", ""Отличный, стильный, вместительный; молнии надёжные, удобные, есть шлёвки для фиксации лямок. "", ""Классный рюкзак, качественный пошив, удобный в носке, только лямки постоянно надо поправлять, крепление не очень держит!"", ""Хорошего качества""]","[""Прочная ткань"", ""Удобная"", ""Лёгкая"", ""Надежный замок"", ""Вместительная"", ""Высокое качество""]"
"[""Хорошая сумка, мужу понравилась"", ""Хорошая сумка, уже почти год муж пользуется, никаких вопросов "", ""Топчик. Купил в январе, попрежнему хорошо выглядит. "", ""Брала в подарок. Муж не снимая носил весь отпуск, очень доволен подарком  сумочка удобная, 2 положения для носки , вроде небольшая, но вместительная и удобно носить даже полной "", ""Отличная сумка, парень остался доволен, главное что она выглядит стильно и вместительная. "", ""Качество хорошее, рекомендую "", ""Качественная сумка, описанию соответствует "", ""Качественная, но нам не подошла, даже при максимум выдвижении ремешка - все равно сумка у лица… ""]","[""Высокое качество"", ""Хорошая упаковка"", ""Вместительная"", ""Удобная""]"
"[""Отличная коренная сумка как на фото"", ""Ошибка в описании сумка не из кожи. Заменитель."", ""Органайзер внутри непонятного цвета, а модель сумки Крутая "", ""Классная, удобная и очень красивая сумка "", ""Стильная, удобная "", ""Обожаю сумки, эту отличает стиль : можно применить в деловом и менее официальном. Цвет конька делает лёгкий акцент на сумку в образе. Бежевые поднадоели и сливаются с одеждой. Довольна ручками : не сваливается с плеча, для меня удобная и оптимальная ширина. Ношу с удовольствием, рекомендую однозначно весна- лето супер смотрится."", ""Очень красивая.  Вместительная.  Классная сумка. "", ""Сумка удобная, красивая, аккуратная, вместительная. Брелок сняла)"", ""Сумка из натуральной кожи. Нет подклада. Актуальная форма. Приемлемая цена. "", ""Все в этой сумке прекрасно, одно но… очень короткие ручки. Носить в руках все время неудобно, а на длинном ремне не смотрится. А жаль "", ""Очень понравилась! Вместительная, крепкая, стильная! Подходит под разные образы. "", ""Сумка очень понравилась, цвет клевый""]","[""Дешево выглядит"", ""Удобная"", ""Есть дефекты"", ""Вместительная"", ""Хорошая упаковка""]"
"[""Стильная малышка!2 ремешка в комплекте!Я в восторге!"", ""Сумка красивая , пошив качественный , пока только месяц ношу , но все ок "", ""Маленькая, вместительная, удобная, стильная"", ""Очень вместительная и стильная сумочка! "", ""Нравится, небольшая,но вместительная.""]","[""Высокое качество"", ""Вместительная"", ""Удобная""]"
"[""Всё отлично, соответствует описанию."", ""Качество и удобство"", ""Отличная сумка, но выбор в пользу другой модели"", ""Хорошее качество ""]","[""Высокое качество"", ""Удобная""]"
"[""Хорошая вместительная сумка."", ""Очень красивая и стильная сумка "", ""Легкая, красивая, вместительная."", ""Классная сумка ) очень красивый цвет"", ""Легкая красивая, взяла именно в фиолетовых тонах яркая как на фото"", ""Отличное качество, вид, цвет! Очень довольна. Рекомендую%"", ""Сумка просто супер, очень вместительная, удобная и стильная  качество на высоте "", ""Крутая сумка. Яркий фиолетовый цвет. Пойдет и для поездок, и для походов в фитнес-клуб"", ""Вместительная спортивная сумка, приобреталась для спортзала и бассейна. Минус звезда, так как сумка к верху сужается и не удобно складывать объемные вещи вроде полотенца и спортивной обуви.""]","[""Удобная"", ""Лёгкая"", ""Вместительная"", ""Высокое качество"", ""Хорошая упаковка""]"
"[""Отличная вместительная сумка. Очень стильная."", ""Отличная , удобная , вместительная , длинный ремень , удобно носить через плечо."", ""Отличная сумка, много карманов! Качество соответствует!"", ""Качественная сумка. Мужу понравилась. В меру  большая, вмещается все его. И не маленькая.""]","[""Высокое качество"", ""Вместительная"", ""Удобная""]"
"[""Сумочка красивая,но оказалась очень маленькая!"", ""Взяла в подарок "", ""Собираю взгляды и комплименты  с этой сумкой"", ""Отличная сумка ""]","[""Компактная"", ""Хорошая цена"", ""Удобная""]"
"[""Сумка супер!\nФурнитура, материал, форма - все прекрасно. \nТяжеленькая.\nВмещаю много чего, телефон, повербанк, шнур, мини туалетную воду, помаду, салфетки и прочее. \nПодходит практически пол все образы. \n"", ""Отличная, но супруга выбрала в другом цвеик"", ""Отличная базовая сумка, и в пир и в мир! "", ""Идеальное качество и визуал ""]","[""Дешево выглядит"", ""Тяжёлая"", ""Вместительная"", ""Высокое качество"", ""Универсальная""]"
"[""Очень хорошая, удобная и вместительная сумка. Давно такую искали."", ""Неплохая, вместительная, для недолгих поездок самое то"", ""Хорошая сумка!"", ""Очень удобная, постирали в машинке, все ок""]","[""Легко чистить"", ""Вместительная"", ""Удобная""]"
"[""Хороший рюкзак , отличное качество , вместительный, очень удобный."", ""Отличный рюкзак!!! "", ""Классный , выкуп."", ""Очень качественный рюкзак, брала в подарок.. отличный выбор!"", ""Отличный вместительный рюкзак "", ""беру не первый раз "", ""Хороший , вместительный рюкзак "", ""Отличный качественный, рекомендую "", ""Бюджетный хороший рюкзак. Плотная ткань, ноутбук помещается "", ""Хороший товар, доволен "", ""Красивый и вместительный""]","[""Вместительная"", ""Высокое качество"", ""Прочная ткань""]"
"[""На фото выглядело лучше "", ""Отказ только из-за доставки,написано было одно,по факту на два дня дольше,поэтому отказ"", ""Хорошая сумка, рекомендую "", ""Кажется не большая сумка, но очень вместительная ""]","[""Вместительная"", ""Компактная""]"
"[""Удобная сумка с множеством карманов,хожу с ней на тренировку,очень удобная и вместительная!"", ""Казалась об’емнее"", ""Большая, удобная, шесть закрывающихся карманов по бокам и один внутренний на змейке, легкая, приятный материал"", ""И в правду она хороша, лёгкая, удобная в синем цвете у меня очень красивенькая , вся фурнитура аккуратно упакована, буду носить с удовольствием""]","[""Лёгкая"", ""Хорошая упаковка"", ""Вместительная"", ""Удобная""]"
"[""Сумка оригинал. Но пришла без коробки и пыльника, что расстроило. Была просто в пакете. Хотелось бы получить полный комплект."", ""Брала маме на день рожденье! В восторге! Идеальный подарок)"", ""Очень красивая милая сумочка  \nТовар пришел упакован в коробку, пыльник этикетки все на месте, птички заклеены, оригинал, птички выводят на официальный сайт Pinko  "", ""Отличная сумка, оригинал"", ""Маловата, конечно. Но это была любовь с первого взгляда"", ""Пришла сумка в целлофане. Не было пыльника, коробки, пришла с царапиной. Перезаказала в надежде , что прийдет сумка в презентабельном виде, так как это на подарок ""]","[""Есть дефекты"", ""Удобная""]"
"[""Отличный рюкзак. Добротный. Снаружи большой карман на молнии и два боковых. Внутри отделение для ноутбука. Единственное, чего не хватает - это какого-нибудь кармана внутри"", ""Отличный за ту цену которую я взял"", ""Отличный рюкзак "", ""Хороший, аккуратный, городской"", ""Парню понравился""]","[""Хорошая упаковка""]"
"[""ПРОСТО СУПЕР! Качество высокое.  Качественно сделан.  Описанию соответствует.  Просто складывается.  Хороший кошелек. "", ""пришло все как накартинуе мужу очень понравился . Качество хорошее. "", ""отличная штука"", ""отличное качество\n"", ""ну отлично""]","[""Соответствует фото"", ""Высокое качество""]"
"[""Отличный, легкий, прочный"", ""Классный, вместительный рюкзак"", ""Ткань плотная, внешне красивый, вместительный, длина лямок имеет небольшой запас, за свою цену 10/10"", ""Хороший рюкзак"", ""Хорошее качество."", ""Неплохой, лёгкий рюкзак. Удобно брать с собой для прогулок."", ""Легкий, вместительный и прочный)"", ""прекрасный недорогой рюкзак, активно использую для прогулок по природе на длинные расстояния""]","[""Лёгкая"", ""Удобная"", ""Прочная ткань"", ""Вместительная""]"
"[""Можно носить как на поясе, так и через плечо. Длина лямки хорошо регулируется. Кармашков много, для не деловых дней вполне подойдет."", ""это крутяк"", ""Покупала в подарок мужу!Отличная сумочка для документов и мелочи. Телефон ключи паспорт и доп место останется, не знаю кому из отзывов она маленькая?!Стандартная поясная сумка, у меня и то меньше. Со скидкой от ламода так приятнее вдвойне"", ""Хорошее качество, небольшой размер. Меня устраивает. О покупке не пожалел."", ""Нормальная сумка!"", ""Всё отлично, сумка очень стильная"", ""Отличная сумка, достаточно вместительная для своих размеров"", ""Сумка в целом мне нравится и устраивает, но не без нюансов:\n1. Видимо, кошельком или наушниками испачкалась внутренняя подкладка.\n2. Так как у ремня нет крепления фиксатора для его настройки, а только резинка, то постоянно приходится его настраивать.\n3. Фиксатор красной ленты постоянно откручивался, в итоге ленту потерял. Думаю, стоило его проклеить, но уже поздно."", ""Сумка классная, стиль!"", ""Сумка отличная"", ""Добротная поясная сумка"", ""отличная сумка, вместительная"", ""Сумка хорошая "", ""Сумка замечательная, качество на высоте, как и у всей Альфы….."", ""Понравилась, выкуп"", ""Всё отлично, получил именно то, что и ожидал"", ""Давно хотел купить"", ""Отличная сумка"", ""Очень удобная и стильная. На лето самое то "", ""Отличное качество. Хорошая фурнитура. "", ""Муж очень доволен. Стильно, качественно, красиво "", ""То что нужно ""]","[""Высокое качество"", ""Удобная"", ""Вместительная"", ""Хорошая упаковка""]"
