text,tags
"Очень понравилась
Классная модель, в живую лучше чем на фото
Хороший материал, швы ровные
Очень понравилась мужу, классно смотрится с футболкой
Плотный материал, стильная
Супер качество
Покупала в подарок молодому человеку. Очень крутая джинсовка. Именно как джинсовка/куртка, не как рубашка. Потому что очень плотная и тяжеленькая. Но качество огонь 
Плотная ткань
Плотная ткань.
Отличная рубашка, плотный материал 
Рубашка - супер!
Качественная, удобная и красивая рубашка.
Цена/качество на высоте! Стильный цвет, больше куртка, чем рубашка 
Отличное качество 
Без комментариев!! Супер!!!
Рубашка супер,единственное - торчат нитки,но не критично.Сидит и выглядит бомбически
Рукава короткие 
Норм. Хороший плотный материал. Заказываю в других цветах теперь
Крутая, но очень большая. 
Меньше размера нет.
Отличная джинсовая рубашка и цвет , и ткань , посадка понравилось всё. 
Клевая рубашка
 Очень качественная рубашка
Джинсовка класс, ткань плотная, швы все ровные, качественная, идет в размер, советую.
Отличная рубашка, плотная ткань. Идет размер в размер

Качество огонь
Качество ок
Отличная рубашка
Отличная рубашка
Хорошая рубашка
Рубашка супер! Ткань плотная, сидит как надо, смотрится дорого, качественно 
Рубашка топчик) вес правда тяжеленький, надеюсь что это вес качества)) размер один в один стреляет)
","[""Идет в размер"", ""Качественный"", ""Скатывается ткань"", ""Цвет как на фото""]"
"Маломерка, возврат
Очень хорошая рубашка
Прекрасное качество, мягкая и приятная.  Под особо деловой стиль не подойдёт, не держит воротник и легко мнется. Но, в целом, каждый ли день в офисе вам необходимо выглядеть прям с иголочки...
материал приятный, выбрали другую модель 
Торчат нитки, в целом неплохая рубашка 
","[""Не садится после стирки"", ""Не жмет"", ""Скатывается ткань""]"
"Классная куртка. Гризман это качестао. Отказ в пользу другой модели. 
Теплая, в целом выглядит неплохо, но очень сильно мнется и по всей куртке надписи типа Fashion) Больше не возьму куртку этого бренда.
Хорошая куртка.
комфортно 
Мужу понравилось, говорит очень комфортно 
","[""Удобный"", ""Есть дефекты""]"
"Коробке качество пошива, приятная ткань, комфортная посадка
Берите на размер больше если рост 180+. Качество и фасон  особенно если брать комплектом 
Отличное качество и крой
Спустя 7.5 месяцев не самой активной носки протерлась манжета внизу штанины.
Плотный материал. Высокое качество. Немного сели при стирках.
Новая ткань у FRHT быстрее изнашивается 
Качество не очень 
Отличный брюки 
Брал такие же в trend island 
Плотные, в этом плюс, но очень сильно отличаются от того что на фото. Можно сказать просто прямые и точно не такой фит у них как на модели, хотя взял даже на размер больше специально. Не стоят своих денег однозначно. 
После первой стирки потеряли цвет!
","[""Есть дефекты"", ""Цвет отличается"", ""Скатывается ткань"", ""Садится после стирки""]"
"Обычный, хороший худи
На ощупь сплошная синтетика ,но сшито качественно
Качественная, мягкая, комфортная худи
Хорошее худи, цвет как на фото, идет в размер 
Мягкая
Прекрасное худи, отлично сидит, как оверсайз (думаю, так и надо), приятный на ощупь, мягкий материал, при этом плотный и теплый. Красивый цвет. Параметры 186, 103, 86, 100.
","[""Приятный материал"", ""Качественный принт"", ""Удобный""]"
"Приятная на ощупь, мягкая, только бирки нужно срезать , некомфортно для шеи.
Неплохая футболка, плотная ткань, интересный цвет
Неожиданно понравилось качество. Плотная, легко стирается и сохнет не как обычно х/б вещи (все мятые), а останется гладкой и ровной. Практически не требует глажки. Обожаю такие ткани. Брала мужу, он высокий и с большими плечами, сидит отлично, хороший оверсайз. 
Ткань качественная, у мужа уже коллекция футболок этой фирмы
Отличное качество 
Качество хорошее, цвет не подошёл, возврат
Брала папе, хорошая 
Ужасный материал, мнется после пяти минут носки
Хорошая плотная футболка 
Вроде норм футболка, чуть интереснее обычной.  Плотная. Не на жару
Не понравилась
Не подошло
Идет в размер
Длинная, для высоких мужчин идеально
Нравится качество. Беру повторно
Удобная, хороший фасон, достаточно мягкая 
отличная футболка
Качественный материал и модный фасон!
хороший материал приятный для кожи рекомендую у покупке
Хорошая оверсайз футболка 
Классная плотная футболка, в размер, на рост 194 не короткая.
Футболка качественная, в сушилке лучше не сушить
Качественная 
приятная ткань, советую
За эти деньги, качество топ 
отличная футболка, устроила 
Отличная футболка
Классная футболка
Ништяк, ткань плотная.
Сын доволен,качество супер!
Хорошее качество 
Хорошее качество, по размеру сел корректно 
Удобный крой, отличное качество 
Мужу понравилось 
все отлично 
Качество на высоте размер совпадает отличная футболочка
Очередная футболка в другом цвете. Кайф
Качественная футболка, приятный  для тела материал. Комфортно носить
Качественная и удобная 
За свои деньги 
Футболка супер шифти 
Хорошее качество. Берём не первый раз. 
Сильно большемерит
Лёгкая,свободная футболка.Качество хорошее.
Покупала футболку для парня. Плотная футболка, идёт размер в размер, но после первой же стирки появились катушки. 
Хорошая, качественная футболка, оверсайз, идет в размер
Качественная вещь 
Нормальная.Летом в ней не жарко, даже для жары лучший вариант. . После стирки не вытянулась.
Приятная футболка
Хорошее качество. Плотная достаточно. Возможно, для сильной жары плотновата
обрезана внизу неаккуратно. это не добавляет к стилю, а скорее наоборот. странная модель
Прекрасная обработка хлопка, нигде не натирает: супер комфортно
Нюнормас футболка
Отличная базовая  футболка, качество 
Красивая плотная футболка
Лезут нитки в нижней части
Хорошая Майка, на лето самое то)
Качество супер, подошла идеально
Футболка понравилась, качество неплохое. 
Ткань очень приятная, качество топ 
Качество хорошее
отличное качество.очень понравилась рекомендую 

Отличное качество
Красивый цвет и хорошее качество
Хорошая, приятная, плотная
не подошли, а так хорошая вещь
Красная! Но очень длинная, как юбка ))
удобная оверсайз футболка 
соответствует цена — качество. 
Хорошая базовая футболка.
Хорошая футболка 
Отличное качество, только мнется сильно
Хорошее качество 
Немного мнется 
Офигенная футболка, хорошее качество, легкая, приятная ткань!
Футболка хорошая. 
Качество ужасное, торчащие швы и нитки. Быстро рвется. Подходит для носки только дома, своих денег не стоит
Купил уже несколько футболок этого бренда, очень нравится 
Супер, 
Удобная Майка размер норм 
После пары стирок становится меньше на размер
За свои деньги пойдет 
Футболка не подошла, отказ. Благодарю Ламода
Супер! Сын доволен, качество шикарное.
Просто супер 
Плотная, не просвечивает, оверсайз , приятный цвет. Стирку переносит хорошо, не линяет, форму не теряет. 
Отличное качество
отличное качество
Качественная, размер соответствует 
Мягкая. Хороший оверсайз. 
Хорошая футболка и качество отличное 
Шикарная, но по бокам лишние маленькие вырезы 
Покупала в подарок, очень понравилось все, качество отличное
Хорошая футболка, плотный материал
Материал футболки плотный, но из-за свободного кроя подойдет как в жаркую, так и в прохладную погоду.
Отлично смотрится в оверсайзе.
Вот прям - Ожидание и Реальность. На фото стильная футболка, а в реале Мария и то плотнее
Плотная, хорошая футболка
Качество отличное 
приятный материал 
Качество отличное, не много большевата 
Футболка по качеству и внешнему ввиду выглядит на раза два дороже! Рекомендую! Взял еще в белом цвете!
Футболка хорошая, держит форму, не растягивается после стирки.
Мне понравилась, но мужу не очень, не понравилось, что не обработан край, но товар выкуплен)
Хорошая плотная жаркая.на 20-22 градуса тепла
Качество огонь
Размеру соответствует. Плотный хороший материал
Отличная модель на каждый день
Взял себе несколько цветов, топ за такие деньги 
Цена/качество отличные! Хорошо стирки выдерживает, не развалилась сразу. Мне понравилась.
не очень приятная к телу) отказ
Приятный материал
Материал  
Не очень качественная футболка. В Реале и на на фото отличается. Единственный плюс + Теплая. Зимняя. Летом будет в ней жарко  
Отличная плотная футболка, брал на зиму под рубашку 
Теперь любимая футболка мужа. Размер в размер ,ткань не тонкая 
Качество идеальное 
Очень узкий ворот.  
","[""Приятный материал"", ""Не садится после стирки"", ""Качественный"", ""Не жмет"", ""Не просвечивает"", ""Есть дефекты"", ""Плохо пропускает воздух"", ""Скатывается ткань"", ""Удобный"", ""Цвет отличается"", ""Ткань не скатывается""]"
"На рост 197 нормально. Цена соответствует качеству 
Долго гладился, рукава мнутся, один раз надевал, как дальше будет не знаю..
Качество отличное 
Хорошее качество исполнения, отлично сел на крупного парня. 
Прекрасный пиджак, ткань натуральная, дышит, сидит идеально по фигуре
Приятный, качественный пиджак. Стоит своих денег. Оптимален цена/качество.
Размер совпадает.  Высокое качество.  Пиджак отличный.  На рост 190см,размер 52,рекомендую, сын доволен подарком!
Отличный и модный пиджак
отличный костюм. размер, рукова, всё соответствует. спасибо.


","[""Дышит"", ""Качественный"", ""Скатывается ткань"", ""Сидит идеально""]"
"По размеру
Хорошая вещь удобная
Размер в размер, на ощупь приятная. 
Соответствует размеру
Отлично смотрится.
Майка отличная но она маломерит очень 
Идеальная футболка отличное качество. На мужчинах смотрится великолепно слегка подчёркивает рельеф тела.
Не для худых, а так норм.
Идеально сидит, тянущийся приятный материал и дизайн очень интересный. 
Крутая футболка, хорошо смотрится
Отличная футболка
Хорошая футболка
Не понравилось качество и размер и все остальное !!
Качество хорошее!размер соответствует 
Маломерит, криво сшито и ткань какая-то неприятная 
Красивая но оказалась маленькая
Маломерит , а так норм
Маломерит,материал качественный,после стирки форму держит 
Футболка как футболка. Крой в обтяжку
Хорошо сидит. Качественные материалы
Отлично села!!! 
Стильно смотрится
Материал плотный, эластичный. Футболка хорошо облегает. Сын носит с удовольствием
Отличная футболка!хорошо сидит на фигуре ,не теряет форму ! 
Отличная футболка, брала папе 
Взял М-ку . Сидит в облипку , смотрится отлично 
Качество хорошее , но не угадали с размером.
Ношу с удовольствием
Качество хорошее, но маломерит, размер не подошёл
всё подошло.
Немного маломерит
Интересно смотрится
Нравятся футболки этой фирмы
Простая, удобная
Плотным материал но дышит мне нравится
Качество не плохое.
Классно но мало Мерритт
Сильно обтягивает , только для подтянутых 
Классная футболка
Футболку заказывал муж. А забирала ее я сама, когда его не было, поэтому без примерки. И как по мне, она длинновата. Наверно больше подойдет для худых и высоких. 
Хорошая футболка
Идет в размер.
Материал приятный.
Хорошая футболка , качественная , немного маломерит
+ 1 размер берите. Футболка за эти деньги зачёт. Размер меньше не стал возвращать, отдам сыну
Качество хорошее. Смотрится как на фото. Маломерит. 
Хорошее качество. В размер.
Понравилась
Футболка качественная 
Отлично качество удобно 
Хорошее качество. Смотрится красиво
Размер брал 48-50(М) по факту оказалось что 46-48 (S) ...
Отлично сидит!
Модель по себе интересная. Но сильно обтягивает.
Сильно обтягивает
Маломерят, на размер больше надо брать
Качество хорошее,но подошел размер 
Хорошее качество 
Супер! Очень стильно и очень свежо смотрится. Качество хорошее. Спасибо.
Футболка хорошая, размер подошёл. 
Обтягивает тело, не очень как-то выглядит
Отличная футболка! Качество отличное 


качество хорошее сыну подарила ему понравилось советую 
Прекрасная
Отличная стрейч ткань 
Стильная и оч приятная на ощуп!
Приятная футболка,  можно на размер побольше.
Хорошее качество
неплохая! 
Пришла футболка размер L, но это не L мужской, а просто на подростка. Полное несоответствие.
Футболка супер,очень доволен!
круто классно
Хорошая футболка, но прям ощущается как синтетика. Хорошо тянетсч
отличная футболка. очень достойное качество материала.
Бомбовская футболка 
Удобная стильная , сидит хорошо, работает без впн
отличная ,мужу понравилась .
идет в размер

Смотрится дешего и очень облегающая
Качество хорошее,мягкая,необычная!
Хорошее качество 
Обтягивающая футболка, хорошая
Очень очень сильно маломерит, заказывала мужу 54 размер, а она ну максимум на 48-50
Стильная майка, сын восторге  
Подошело
Соответствует действительности
Маломерит берите на 2 размера больше 
качество понравилось, плотная к телу приятная
На 2 размера меньше идёт
Качество  
Маломерят, на размер больше надо брать
Не подошла
Хорошая футболка за свою цену 
Отличная просто красота 
Размер не подошёл. В обтяжку
Сидит очень хорошо. Приталена, форму не теряет. Было пару ниток вылезших из рукава, но это мелочи. Нраицца.
Маломерки, качество хорошее 
Написано 48/50 фактически 46/48
Хорошее качество и цена
На два, три размера меньше...
Хорошая  по качеству и ткани , тоненькая 
Интересно 
Думаю подойдет. Купила сыну без примерки. Взяла на размер больше. 
Маломерки, планировала одному члену семьи) достанется тому кто на 3 размера меньше 
Эффектная, маломерит, на хорошую фигуру
Товар маломерит очень сильно
Качество соответствует цене
Маломерки 
Качество хорошее, материал мягкий.
Отличная футболка,все как в описании,в размер.
Хорошая футболка, идёт размер в размер
Хороший качественный трикотаж. На рост 188 хорошо сидит.
Качество так себе не стал брать только из-за этого ! Хотя цена соответствует по скидке .
Удобная, обтягивающая в рукавах футболка
Футболка огонь
Низкое качество
Прекрасно сидит на спортивной фигуре, подойдет тем у кого нет живота, если он есть, футболка будет подчеркивать, крой хороший, все понравилось, после первых двух стирок не села, все супер
Идеальное качество 
Не соответствует размеру 
Качество среднее
За 800 р. Ещё более-менее.
Но за 3к это полный бред
Ткань на  любителя.
Приталенная модель.
Идёт в обтяжку
На муже все пузо было видно 
Качество отличное 
Отличная базовая футболка
Так вродебы нечё, но чувствуеться не комфорт.
Взяла мужу и папе , качество очень хорошее 
Были раньше такие футболки. Выкуп
Мне понравилась
Качество хорошее за свою цену но нужно брать на 2 размера больше мне мала на мои размер L отдал племяннику
Все подошло 
В размер, при стирке закрасились белые элементы.
Немного маломерит, надо брать на размер больше
Не плохая но по размеру не подошла 
Отличное качество .Размер четкий.
качество приятное.
Футболка сшита хорошо, по составу хлопка реально меньше!!! Маломерит, взял 60-62 в реале оказалось 54-56
Хорошая футболка 
Очень понравилась футболка
Качественный товар
Чистая и плотная синтетика- не для лета. Маломерит.
Отличная футболка,приятная к телу 
Сильно маломерят
Хорошая Майка, но маломерет.
Отличное качество 
Футболка подошла по размеру как заявлено у производителя.
Хорошее качество 
Маломерка
Возврат
Отличная, стильная футболка Все швы прошиты качественно. Маломерит Спасибо....
Хорошее качество!!!
Не подошла по размеру 
","[""Качественный"", ""Есть дефекты"", ""Скатывается ткань"", ""Сидит идеально"", ""Маломерит""]"
"Классная футболка, немного маломерит, как нам показалось. Обычно муж носит 46/48, а тут взяли 50/52 
Отличное качество, хорошая
Хороший материал , отличный качества 
Очень мягкая, не линяет.
Очень и очень приличная повседневная, домашняя футболка. Качество пошива и материал хорошие. Рекомендую.
Все по размеру 
Лайкра в составе добавляет эластичности, облегающий крой
Футболка классная, но маломерит заказал два размера свой 52-54 и на размер больше 54-56 . Забрал 54-56 села идеально.
Приятная к телу 
Села отлично 
Качество, приятная к телу, советую
Базовая модель на каждый день 
Хорошая, приятная к телу футболка.
Мужу понравилось
Очень тонкий материал 
Размер в размер идет
Все отлично 
Отличное качество , рекомендую 
Отличная майка.
Все отлично 
Цена / качество 
Села по фигуре отлично. Ношу не часто, еще не стирал, как поведет себя после стирки пока не знаю
Маломерят 
Качественная майка
Хорошая удобная. Но можно сказать что маломерит чуток
Нормальная базовая футболка. Сидит по фигуре. 
Недорогая футболка, неплохое качество. Норм. Правда в светлом цвете не понравилось. Ну как по мне
Со скидкой нормальная футболка
Качество отличное! Плотная ткань, хорошо тянется. Маломерит на размер.
Качество супер 
Ооооо да, шикарная
Материал тонкий, эластичный 
Не стал забирать
Отвратительное качество товара.
Как-будто до меня 100 человек ее мерили и все отказались. 
Вся в каких то непонятных белых точках
маломерит! Отказ 




Отличная футболка. Хоть и синтетика, но очень приятная ткань и что бывает крайне редко длина футболки. Если заправить в брюки то точно не вылезет...
Маломерит, я ношу футболки L
А у у нужна брать xl 
Хорошо носится
Все хорошо 
По качеству не очень понравился, все же лучше брать премиум товар 
Хорошая футболка,,не деформируется , пережила кучу стирк 
Товар из качественного материала!!! 
Под мышками странно собирается, но пойдет
Отличная майка .. супер супер.
Жене сначала не нравилось теперь очень нравится как она сидит на мне .
Отличное качество, смотрится супер.
Раньше часто заказывал футболки, но в последний раз пришла настолько кривая что такое ощущение, что ее шили ногами.
Правое плечо просто стоит домиком, сам виноват что не проверил так как доверял производителю.
Маломерит 
Торчат нитки
Прикольный 
отличная футболка, не оставляет катышек, тело дышит 
Вырез супер
Купил две футболки обе брак , вернул. Проверяйте как следует. 
Размерный ряд не соответствует. Очень сильно маломерит, минимум на два размера  Ношу 54, у  выкупленной футболки 54-56, но очень в обтяг. Купил только потому, что нужна футболка носить под джемпер.
Качество супер
Сильно маломерит
Размер не подошел
базовая модель на каждый день, для мужчин с мышцами
Отличное соотношение цены и качества. Спасибо 
Хорошее качество.
Хорошая футболка,за свои деньги.
Отчет понравилась , заказал еще . 
Хорошая, но шерсть прилипает
Маломерит 
Хорошая ,но нам не подошла. Обтягивает
Цена/качество 
Материал жуткий - не дышит - потеешь и чешешься. Разошлась по швам после пары стирок. Сидит зато красиво, как на картинке )
Хорошая цена и качество для нательной майки.
Хорошее качество 
базовая модель на каждый день, для мужчин с мышцами
Отлично села
... всё-таки треугольный вырез это не моё, сорян....
","[""Приятный материал"", ""Качественный"", ""Не жмет"", ""Дышит"", ""Плохо пропускает воздух"", ""Скатывается ткань"", ""Маломерит""]"
"Хорошая футболка, не большая, моему худощавому парню самое то!
Удобная, лёгкая, очень мягкая, села как влитая. 
Хорошая футболка за свою цену. За счёт эластана дольше держит форму и не вытягивается.
Отлично. Не первый раз беру
Качество хорошее. Размер соотвествует.
","[""Идет в размер""]"
"Качества хорошее, идеально будут под кроссовки. 
Мне нравится фасон, цвет, качество.
Удобные и дышащие носки 
Хорошие носки  
Хорошие носки
Очень большие носки, натянулись до колена 
Отличные носки. В меру высокие и самое главное-резинка не давит 
Хорошие, качественные, плотные
Отличное качество, ткань не плотная, летняя
Качество как всегда на высоте!
Цена качество 
Качество супер, очень хорошие носки и резинка не тугая
Хорошие, плотные, качественные носки.
суперкачество.
хорошо упакованы, не сильно плотные, идут в размер
После первой же стирки появились катушки ,не стоят своих денег
Цена и качество соответствуют 
Очень приятные носки, надо будет еще заказать 

Хорошие носки
Хорошие носки 
Норм носки. Белые и целые
Высокие. Носки на каждый день.
Отличный товар
Носки супер! Лучше не носил вообще)))
Хорошие носки, приятные 
Заказывал до этого были качественные плотные. Сейчас стали тонкие 
Хорошие носки, тоненькие
","[""Приятный материал"", ""Качественный"", ""Не жмет"", ""Дышит"", ""Садится после стирки"", ""Для высокого роста""]"
"Хороший пуховик
Топ за свои деньги 
Немного маломерит, но все остальное очень круто 
Из куртки лезут нитки полиэстра и пух
Классный пуховик.
Хороший пухан, но мне показалось что надо брать на размер больше. 
Сыну понравилась. На нем отлично смотрится
","[""Приятный материал"", ""Маломерит""]"
"Отличная,принт весёлый
Хорошее качество за эти деньги
Мне понравилась! Приятная к телу, приятный принт
Фигура у меня только не приятная, а так все остальное хорошо 
Приятный материал 
Качественная фурнитура с оригинальным принтом, очень зашла
50/52 висит мешковато (обычно ношу L). Возможно, требует атлетического торса.  эта мотивирующая на спортивный абонемент футболка  не комплиментарна к фигурам ""не очень"" : )
Классная! Идет в размер! Приятная 
Симпатичная футболка, немного длинновата, качество нанесения принта стиркой не успел проверить
Качество отличное 
Большемерит, рисунок яркий 
Хорошее качество и хорошо сидит на теле. Рекомендую.
Беру вторую такую 
Не подошел размер. Большимерит. Качество хорошее 
","[""Приятный материал"", ""Качественный"", ""Просвечивает"", ""Садится после стирки"", ""Есть дефекты""]"
"Отличное качество
Качественные хорошо пошиты
Хорошие, качественные.
Упакованы достойно)
Мягкие и удобные
Хлопок, швы ровные, после стирки не сели, рекомендую 
Очень подходят мужу, жаль, что больше не заказать такие
Солидные. Трикотаж качественный. Швы-не придерешься. 
Со слов сына: удобные, легкие, приятные.
От себя добавлю, что было бы супер, если бы производитель пришивал этикетку к кусочку ткани а не непосредственно к изделию. Срезать было бы гораздо удобнее.
Хорошее качество. Идут в размер.
","[""Качественный"", ""Не жмет"", ""Удобный""]"
"На мой рост 172 отлично подошла длина 32, не люблю лишние подвороты. Талия у меня около 90, но джинсы  с размером 33(86см) отлично сидят без ремня. Ткань действительно тонкая, но я был рад такие найти для лета. Цвет на сайте указан как ""синий"" и джинсы в карточке товара самые тёмно-синие. Еще там же есть светлее (как голубые), но почему то они тоже указаны ""синие"".
Джинсы хорошие. Тоньше, чем обычно. На лето самое оно. Но , к сожалению, моему мужу на рост 196 размер 36/36 не подошел впервые. Узковаты в ногах. Возврат. 
Тонкий материал, плохая джинса
Джинсы гораздо уже, чем смотрятся на модели.  Размер мой, телосложение худощавое. Тонкие и эластичные - для лета самое оно
Выцветают после стирки. Сшиты с браком в области ширинки 
Мужу понравились
Хорошие плотные джинсы
В размер, тонкие летние джинсы 
Отличные джинсы, уже вторые)
Отличные тонкие штанишки на лето. Примерял 34/32 и 36/32 - взял 36/32, хотя Colin’s нормальные толстые джинсы ношу 33/32.
Маломерят, не подошли по размеру
Всё подошло.Качество хорошее.
3й раз беру данную модель, но других цветов , бал всегда 32/32, но в пердыдущих двух вариантах ( серые , были по меньше чем голубые ) и так как голубые достаточно свободно сидели, темно синие взял 31/32 , но они оказвлись как серые 32/32
Хорошие джинсы, но оказались малы. И очень узкие. Заказали другую модель 
Хорошие  джинсы  ,  но  тонкий  хлопок  ,  хотелось  бы  по плотнее  .  Отказ  
","[""Садится после стирки"", ""Есть дефекты"", ""Цвет отличается"", ""Скатывается ткань"", ""Маломерит""]"
"Продержался 3 дня ,после стал весь в катышках !

На рост 175 чуть длинноваты. А так отличные штаны
Понравилось
Удобные за свою цену 
Брала комплектом село идеально
Качество хорошее. Чуть длинноваты
Очень классный рекомендую
Отличное качество
Хороший костюм 
Комфортные 
В паре со свитшотом отлично 
Костюм на каждый день 
Отлично подошли, нареканий по качеству нет, надеюсь что и после стирки все будет хорошо)))
Качественные хлопковые штаны
","[""Качественный"", ""Удобный""]"
"Очень стильная кожанная куртка, качество отличное . Совет покупайте не пожалеете. Оценка отлично!!!
Отличная куртка. Качественные материалы, высокий ворот, защищающий шею от холода, плюс дополнительная съемная подкладка, если хочется еще потеплее 
Куртка достойна уважения можно использовать с утеплителем полоской очень удобно тепло под горлошко. Хочешь отстегиваешь. Короче кожа приятная аромат чувствуется из далека вкус кожи благовония. Меня устраивает 5 звезд
Неплохая куртка. Кожа мягкая, размер соответствует.
Мягкая кожа, хорошего качества. Пошив отличный! Сильно маломерит - на свой 52 размер взял 56! 
","[""Качественный"", ""Маломерит"", ""Просвечивает""]"
"Кожа мягкая. Нужно было куртку на футболку носить. Все срослось
Отличное качество, мягкая, легкая
Хорошо я куртка
Куртка не очень…. 
Выглядит как дермантин 
Пушинка! Кожа люкс! Удобная.
Размер в размер
Куртка норм,но очень сильно маломерит.Ношу 52-54,здесь 54 еле натянул,пришлось отказаться.
Хорошая куртка 
На третий раз повезло ) в первый раз была порезана , второй раз был дефект кожи , на третий раз все норм в целом .. мягкая сидит хорошо единственное жмет где локти ..(
Кожа мягкая,приятная. На рост 187 отличная длина рукава. 
Все понравилось, кожа прекрасная 
Маломерит на размер. МЧ носит 54р, куртка жмёт в рукавах и не застегивается.
Кожа мягкая, не угадали с размером 
Длинные рукова, отказ
Маломерит. На широкие плечи не подходит 
Качество плохое 
","[""Маломерит"", ""Есть дефекты""]"
"Кожа и в целом пошив на очень высоком уровне. В наличии не первая кожаная куртка этого бренда, с надлежащим уходом, служит действительно долго и вводят как новая вещь. К покупке рекомендую однозначно.
Куртка супер во всем

Качество отличное
Куртка качественная, своих денег точно стоит 
Хорошая, но пришлось оформить возврат, лекало не подошло, размер хоть и 50, но подмышками стягивает.
Отлично села! Качество тактильно хорошее!
Отличная куртка , рекомендую 
","[""Качественный"", ""Удобный"", ""Сидит идеально""]"
