product_sku,comment_id,comment_text,name,good_type,good_subtype,tags
MP002XU08D94,"[413642732, 411826156, 404147477, 409706429, 399092256]","[""Наволочки и комплект супер"", ""Комплект хороший.,сшито качественно."", ""Супер наволочки "", ""Красивые, качественные наволочки!"", ""Соответствует описанию ""]",Комплект наволочек,Home_Accs,BED LINEN,Качественный пошив; Соответствует описанию; Красивый дизайн
MP002XU02Q9V,"[388945681, 426918458, 436353416, 422377075]","[""Отличный органайзер, соответствует фото и описанию, плотный пластик"", ""Покупала на подарки знакомым, все пользуются с удовольствием. Материал прочный, цвет приятный. Удобно для хранения всяких мелочей"", ""Качественный, практичный и милый органайзер."", ""Выглядит эстетично, но для меня красоты больше чем удобства, плюс крышка никак не фиксируется - просто надевается сверху""]",Органайзер для хранения,Home_Accs,STORAGE,Плотный пластик; Прочный материал; Эстетичный вид; Крышка без фиксации
MP002XM1RLK7,"[397750790, 396799294, 414269959, 407169716, 414261460]","[""Хорошая базовая сумка."", ""Качественная сумка, купила на подарок"", ""Вместительная "", ""Отличное качество, надежные аксессуары, каждая деталь качественно упакована "", ""Достойная , муж доволен ""]",Сумка,Bags,BAGS,Качественная; Вместительная; Надежные аксессуары; Хорошая упаковка
MP002XC01J2L,"[407641692, 379544390, 378023799, 425456403, 408147887, 378417870, 435884378, 409710174, 430847716, 386463967, 401619949, 400855735, 409066991, 432267584, 418017410, 431713132]","[""Ребенку понравился"", ""Ребенку 1,5 понравилось "", ""Супер игрушка"", ""Ребенку понравилась"", ""Дети в восторге как обычно) спасибо бренду за качество "", ""Очень интересная и занимательная игрушка"", ""Все работает. Полный комплект. Ребенку очень зашла игрушка. Брали на подарок "", ""Проверим на деле"", ""Брали на подарок, все отлично"", ""Классная гриль, все работает. Самое главное к воде добавить лед, чтобы овощи меняли цвет. "", ""Классный набор! Но минус-заедают кнопки часто"", ""Набор очень занятный. Только после первой минуты перестаёт булькать и пузырить, хотя моторчик работает. Игрушки меняют цвет в процессе \""поджарки\"""", ""Здравствуйте,наливаем воду,добавляем лед,ничего не происходит (((\nДелаем все по инструкции,подскажите что делать "", ""Прикольная игрушка , но хватило на неделю "", ""Классный набор "", ""Супер набор для подарка!""]",Набор игровой,Toys,PRETEND PLAY,Все работает; Полный комплект; Интересная игрушка; Занимательная; Меняет цвет; Требует лед; Булькает; Пузырит; Моторчик работает; Заедают кнопки; Краткосрочный интерес
RTLAAM753301,"[409475350, 416162319, 433747512, 419732072, 400354263, 383755303, 386474451, 401014105, 378696870, 414745878]","[""Офигенная маска. Уже 3 упаковка заканчивается"", ""Неплохой результат, хорошо увлажняет"", ""Отличная маска для волос !!!!!!"", ""Использовала ее несколько месяцев и эффекта не увидела\nПлотная маска и приятный аромат, на этом все"", ""Numero нравится намного больше."", ""Очень хорошие волосы после нее"", ""Великолепно питает, увлажняет. Волос напитанный и ухоженный. Пока мой фаворит "", ""Использую пару раз в неделю как бальзам ополаскиватель. Хорошо увлажняет, приятный запах. Плотная консистенция, хватает надолго "", ""Классная маска "", ""Классная маска, в комплекте с шампунем и бальзамом отлично восстанавливает волосы""]",Маска для волос,Beauty_Accs,HAIR CARE,Хорошо увлажняет; Плотная консистенция; Приятный аромат; Питает волосы; Напитанные волосы
RTLAAL862301,"[378846526, 381288449, 380419436, 391613087, 431503208]","[""Качество продукции Kiko никогда не подводило \nХороший карандаш "", ""Отлично,как вся кико Милано!"", ""Неплохо. Хорошо держится и не размазывается. Считаю, что лучше, чем розовый другой известной марки."", "" мне подошёл"", ""Хороший карандаш ""]",Карандаш для глаз классический,Beauty_Accs,MAKE-UP EYES,Хорошо держится; Не размазывается; Качественный
MP002XW01089,"[424172056, 406128022, 414269700, 380076528, 388383937, 439355379, 388520174, 400211674, 378850661, 435146020, 420558029, 418033832, 410474221, 380417888, 427823220, 423468784, 382018877, 431707204, 417428538, 380756307]","[""Удобная, мягкая!"", ""Лучшие резинки"", ""Хорошая резинка для негустых волос средней длины."", ""Лучшая резинка "", ""Отличная резинка.Держит отлично волосы и голова от неё не болит.Не стягивает волосы."", ""Хорошо держит, не сползает."", ""Отличная резинка \nНе жалею ни капли что купила"", ""Плохо держит "", ""Офигенные резинки, волос держат, несмотря на размер"", ""Очень качественная "", ""хорошие резинки "", ""Отлично держат волосы, дочка оценила  Благодарю за качественный товар!"", ""Лучшая резинка"", ""Понравилась"", ""Хорошие резинки "", ""Хорошая резиночка"", ""Классная, кошка только ее ворует, в зубах таскала, резинке вообще ничего, крепкая, возьму на подарок еще ))"", ""Хорошая резинка, волосы при снятии не дерет, сильные заломы не оставляет. Не широкая, что является плюсом."", ""Самые лучшие резинки для волос."", ""Выглядит очень достойно. Красивая упаковка. Хорошо держит хвост. Буду заказывать еще в других цветах. ""]",Резинка,Accs,HAIR ACCESSORIES,Мягкая; Удобная; Хорошо держит; Не стягивает; Не сползает; Крепкая; Не дерет волосы; Красивая упаковка
AN007LMJXLO6,"[417609486, 438955350, 431509767, 436360510, 385979126, 418546596, 422731411, 426740132]","[""Дёшево и сердито "", ""Хороший аромат"", ""Хороший запах"", ""Не подделка, стойкий, цена нормальная"", ""Хороший рекомендую"", ""Приятный аромат"", ""С запахом пота справляется очень неплохо ( брала для сына- подростка). Запах не навязчивый, единственно в первый момент активно пахнет спиртом или чем-то подобным"", ""Мужу понравился подарок.""]",Дезодорант-спрей,Beauty_Accs,BODY CARE,Приятный аромат; Стойкий; Справляется с запахом; Ненавязчивый аромат; Активный спирт
MP002XU050F9,"[398753993, 398918512, 419742908, 405851891, 425818478, 411538218, 398437043, 394655013, 413636925]","[""Все классно"", ""Все отлично"", ""Неплохая баночка. Обычная. "", ""Баночка понравилась, "", ""Покупаю уже 2ю по счету, удобная, герметичная, использую как сахарницу. "", ""Качественные и крышка закрывается плотно "", ""Качественно сделано. Очень симпатичная. Куплена для завтраков  "", ""Хороший дизайн , смотриться отлично"", ""Банка супер! Брала для соли,  искала  с ложечкой.""]",Банка для хранения,Home_Accs,FOOD STORAGE,Герметичная; Удобная; Качественная; С ложечкой; Для сыпучих продуктов
RTLADI657501,"[403961768, 385983267, 382710260, 404666149, 385807771]","[""Неудобно держать в руке. "", ""Тушь отличного качества, хорошо ложится, не сыпется, не течет, не вызывает раздражение "", ""Качество на высоте "", ""Гипоаллергенная тушь, хорошо держится, удобная в нанесении, не отпечатывается."", ""Плохой запах ""]",Тушь для ресниц,Beauty_Accs,MAKE-UP EYES,Хорошо ложится; Не сыпется; Не течет; Не вызывает раздражение; Гипоаллергенная; Хорошо держится; Удобная в нанесении; Не отпечатывается; Плохой запах; Неудобно держать
MP002XU0066F,"[412900926, 421554544, 426920194, 423478920]","[""Классический рюкзак, удобный, вместительный "", ""Качество хорошее, смотрится презентабельно "", ""отличный рюкзак за свою цену "", ""Отличный рюкзак! Лёгкий, не маркой. Внук доволен""]",Рюкзак,Bags,BACKPACKS,Удобный; Вместительный; Лёгкий; Качественный; Презентабельный
MP002XW0IHZW,"[405649907, 390985756, 402822534, 409049357, 409958860, 399651245, 427851267, 438966590]","[""Порвалась на второй день носки.\n\nПрисутствуют следы клея на самых видных местах\n"", ""Сумка идеальная  "", ""Отличная сумка очень довольна покупкой "", ""Сумка очень понравилась, я прям влюбилась. Но на второй день носки (в сумке лежали зонт и паспорт) - отвалилась ручка. Ниде в отзывах у кого-то тоже была такая проблема. Очень жаль…"", ""Прекрасное качество"", ""Шикарная сумка,счастью нет предела."", ""Покупали в подарок маме. Она в восторге."", ""Выкупила.Понравилась.""]",Сумка,Bags,BAGS,Низкая прочность; Отслаиваются детали; Слабые ручки
MP002XU0CYNV,"[439167449, 428961988, 424915571, 403583065, 412629532]","[""хорошие кружки. Спасибо. "", ""Очень понравились! Суперские!"", ""Кружки шикарные"", ""Выкупила,цена понравилась и дизайн "", ""ожидание ожидание""]",Набор кружек,Home_Accs,TABLEWARE,
MP002XM0CATA,"[384432148, 378019161, 378275101, 390100185]","[""Мы думали что мужских не бывает! Были очень рады когда нашли, пошито качественно! носит 42, тк зима купили 43  немного под носок есть место! Я бы сказала что идут в размер. Соответствует описанию."", ""Цена оправдана "", ""Стоят своих денег "", ""За свои деньги хороший товар ""]",Полусапоги,Shoes,UGG BOOTS,Качественная пошивка; Соответствует описанию; Оправданная цена; Хорошее соотношение цены и качества
MP002XU00MSA,"[404682054, 404517215, 427848425, 381818560, 404683226, 383375314, 400512132, 401787137, 393135318]","[""Корзинка-супер! Вместительная,цвет-отличный,пластик-прочный! Заказала еще одну на подарок. Всем рекомендую!"", ""Корзина пришла со сломанной крышкой.. Курьер зафиксировал брак. Очень сильно расстроилась  сама корзина очень хорошая если бы не сломанная крышка..."", ""хорошая добротный корзина"", ""Очень функциональная, но замочки слабоваты"", ""Удобная корзинка. Хороший размер, вместительная. "", ""Удобная вместительная корзина !!! "", ""Совершенно замечательная корзинка! Рекомендую!"", ""Очень удобная корзина"", ""Вместительная аккуратная ""]",Корзина,Home_Accs,STORAGE,Вместительная; Прочный пластик; Функциональная; Сломанная крышка; Слабые замки
MP002XM0DM4V,"[418213397, 423828651, 419937054, 409714732]","[""хорошая сумка"", ""Отличная сумка "", ""Офигенная сумка, вылазеет и паверюанк и кошелек. Очень плотная, хороший текстиль"", ""Очень классный! \n""]",Сумка,Bags,BAGS,Плотная; Хороший текстиль; Вместительная
MP002XU08C2P,"[439339315, 439747162, 431263987, 381645607]","[""красивые! но осыпалось конечно много в коробке"", ""Игрушки пришли хорошо упакованы, без трещин ! Смотрятся нарядно! Спасибо "", ""Красивые, большие, нарядные "", ""Шары роскошь""]",Набор елочных шаров,Home_Accs,DECOR,Красивые; Большие; Нарядные; Роскошные; Осыпается
RTLACN098001,"[399279769, 395600523, 387300270, 397307108, 434377342, 396025989, 433967631, 397289470, 425835422, 408150952, 409702853, 404842174, 403769311, 378536516, 378420075, 427311207, 391777207, 409954196, 392728721, 391975013, 390273025, 402646710, 402983522, 424529502, 409500603, 398595538, 390845380, 395156361, 401173454, 426048423, 382387156, 409483439, 379536754, 415890468, 383390557, 401951367, 396976276, 403605348, 420344662, 397291242, 397611971, 404664405, 417624592, 402823073, 377904957, 396975311, 402648601, 391459005, 421982920, 401471822, 400028619, 390834251, 388053803, 390995017, 402646656, 419550189, 402826057, 407472677, 407977693, 382723186, 382005825, 433554445, 394839400, 395318652, 404835787, 421554526, 415204850, 420558033, 378022385, 399107696, 411189070, 407483251, 419920476, 383757537, 430005952, 381655374, 392135652, 433568965, 385624193, 389651375, 380432322, 418917899, 431506806, 387889652, 435122162, 381661209, 396808844, 410492594, 411806772, 402475051, 398762087, 399830128, 399837083, 402632600, 411205152, 400523222, 389441789, 433058990, 397300051, 384975406, 407325646, 425455137, 387465951, 405172064, 437140511, 391615749, 394649131, 421758507, 400037307, 409703823]","[""Отказалась от выкупа потому, что внутри палетки содержимое раскрошенное"", ""Палетка досталась мне со скидкой в 90%. Я даже решила, что если плохая, не расстроюсь. Очень хорошая палетка. У меня жирная кожа. Без базы под тени к концу дня скатываются в складку, но это не критично, все тени так делают на моих веках. С базой весь день рабочий держатся. Рекомендую! Цвета на каждый день "", ""Классные. Довольна покупкой. ❤️"", ""Хорошая палетка. Хорошее качество"", ""хорошин тени , по такой цене,но в Lamode нужно набирать на 4500,так что пришлось брать за полную цену ,скидки не прокатили  "", ""Палатка пришла разбитая. Вся грязная. Теперь только в мусорку, повелась на цену. Упаковка дерьмо"", ""Не осыпаются. Не скатываются.\n"", ""Понравились "", ""Отлично тушиться "", ""Очень хорошие тени."", ""Тени целые, ничего не побито, упакованы в коробочку"", ""Приятные цвета в палетке. Блестящие тени с мелким шимерром"", ""Классные ! Не сыпятся "", ""Хорошая палетка. Не очень пигментированные, но палитра ко всему"", ""Не плохие "", ""Очень понравились тени, оттенки хорошие и на вечеро и на повседневку, растушёвка отличная"", ""Хороший выбор оттенков, особенно удачные матовые бежевый и коричневый.  Красивая упаковка"", ""Брала по скидке , норм тени. "", ""Пришел сломанный товар. Пришлось выкупить так как ждала эту палетку"", ""Большая палетка теней. "", ""Все отлично"", ""Рекомендую, тени огонь!"", ""Очень красивые тени"", ""Приятные тени "", ""Отличные оттенки"", ""Качественный. Хорошая пигментация "", ""Хорошая пигментация."", ""К сожалению пришел разбитый товар. Коробка очень большая для такой палетки, видимо во время транспортировки и побилась. Нужно упаковать было в пупырку. "", ""Мне очень понравилось ❤️"", ""Очень хорошие тени, с базой еще более стойкие! "", ""Хороший товар дочери понравился "", ""Все отлично! Оправдали себя"", ""Палетка пришла разбитая."", ""Тени отличные. Держатся хорошо. Не скатываются."", ""Качество очень хорошое "", ""Палетка пришла разбитая. Неужели нельзя было упаковать в специальный пакет, пришлось отказаться. Примите к сведению."", ""Отличная палетка, прекрасная цена"", ""Хорошо тушуются "", ""Тени офигенные "", ""Довольна !"", ""Качественные тени "", ""Пришла разбитая в хлам!!! "", ""Хорошая палетка, цвета пигментированы хорошо, спасибо"", ""С палеткой все супер, цвета классные, доставка быстрая "", ""Универсальная палетка "", ""Соответствие "", ""Мне понравилась палетка"", ""Брала на подарок, тени хорошие, каждому матовому  цвету соответствует такой же оттенок с шиммером, хорошая палетка "", ""цвета палетки универсальные"", ""Нормальный вариант бюджетных теней,хорошо ложатся и растушевываются,пигмент не очень насыщенный, спасибо"", ""Нужны были сияшки"", ""Палетка супер"", ""Понравилась! Цена- !"", ""Очень качественная палетка. За эту цену просто праздник."", ""Вполне приятные на свою цену"", ""Очень красивые и качественные тени Хорошо пигментированные"", ""Тени понравились, хорошо ложатся."", ""За такую отличную стоимость, супер тени"", ""Очень красивая палетка. Люблю этот бренд. Купила на подарок- племяннице очень понравилось. Рекомендую"", ""Хорошие тени. Заказывала в подарок дочке (подруги) на Новый год. Девочка была в восторге)"", ""Классные тени"", ""Хорошая палетка. Пигментация средняя.  Цвет приятный. Тушуются хорошо "", ""Хорошее качество. Ложатся ровно. "", ""За 84 руб. конечно возвращать не буду, дороже ездить, но не приятно"", ""Тени хорошие, из бюджетной линии, не осыпаются, запах еле уловим, что лично мне подходит, покупали на приятной скидке, за 11.00 рублей (округлила стоимость)."", ""Отличные тени, пигментированные "", ""Была разбита "", ""Классная палетка"", ""Палетка пришла целая. Нюдовые цвета, хорошо пигментированна"", ""Все супер ! "", ""Хорошая палетка, чуть осыпается но ничего) "", ""Тени хорошие...стойкие и легко наносятся!"", ""Тени понравились, хорошо растушевываются, не осыпаются, цвета подошли как хотела"", ""Симпатичные \n"", ""Палитра достойная, хорошо ложатся, мой любимый оттенок самый светлый, освежает взгляд, пигмент стойкий."", ""Классная палетка за такую цену "", ""Хорошая палетка, насыщенные оттенки"", ""идеальные..\n\n"", ""Тени пришли целые.Огромные,не такие\n представляла"", ""Обалденные......"", ""Тени просто класс . Стойкие,  блестяшка,  словно звезды ))"", ""Понравилась,хорошие оттенки ,пигментированы."", ""Хорошие тени"", ""Хорошая палетка "", ""Хорошие тени за прекрасную цену "", ""Набор большой, цвета красивые, выкуп"", ""Отличные , но сатиновые при нанесение осыпаются "", ""прикольно "", ""Не знаю, как будут лежать тени в течение дня на коже, но цветовая гамма очень хорошая, нюдовая, в тоже время перламутровые тени можно использовать на выход, объем теней приличный, хватит надолго."", ""Немого треснуто стекло "", ""Все хорошо"", ""Тени - огонь ! Очень хорошо ложатся и главное , все цвета базовые "", ""Хорошая палетка, рекомендую"", ""Тени качественные, ровное покрытие, не осыпаются"", ""Отличная палетка для глаз, цвета нейтральные"", ""Хорошая палетка"", ""Вообще не люблю покупать тени не видя их, но повелась на цветовую гамму и отзывы. К счастью, не прогадала,  меня все устраивает, активно пользуюсь"", ""Тени неплохие за свою цену, но пользуюсь не всей политрой"", ""Пришёл целый. Красивые цвета"", ""То что надо "", ""Очень хорошо ложатся,не скатываются за день"", ""Классная палетка, брала по акции за 90р."", ""Пришли целые , еще не использовала , но цвета красивые "", ""Все понравилось"", ""племянница сказала ,ни чего такие"", ""Отличные оттенки на каждый день"", ""Товар доставлен в целости, цвета приятные, цена 83 руб."", ""Всё отлично, рекомендую "", ""Любимая палетка "", ""Использую по сей день,классная""]",Палетка для глаз,Beauty_Accs,MAKE-UP EYES,Хорошая пигментация; Стойкие тени; Не осыпаются; Хорошо тушуются; Нейтральные оттенки; Блестящие тени; Матовые оттенки; Легко наносятся; Бюджетные тени; Цвета на каждый день
MP002XM08ASN,"[406988335, 418374381, 403970151, 403961365, 409696130, 427302288, 406987459]","[""Хорошая зубная паста"", ""Самая лучшая зубная паста "", ""Обожаю эти пасты! Вкусно пахнут, отлично чистят, мало пенятся, но нужно меньше горошины чтобы хорошо почистить зубки "", ""Из всех вкусов паст be you этот самый гармоничный, не слишком приторный, но в то же время чувствуется. \nЧистит хорошо. На отбеливание пастой мы не рассчитываем)"", ""И приятная, и отбеливает. Точно стоит своих денег"", ""отличная паста, теперь любимая"", ""Приятная хорошая паста""]",Зубная паста,Beauty_Accs,ORAL CARE,Хорошо чистит; Приятный вкус; Мало пенится; Экономичная; Ненавязчивый аромат
RTLAAL867201,"[410666574, 410210469, 410665393, 411219944, 381655850, 417604879, 435598203, 418718391, 386153074, 410501254, 411197335, 428620186, 380921381, 420584549, 435598266, 406436295, 414491000, 420808279, 383580490, 383199054, 385637387, 436115033, 436121970, 382023169, 405330888, 437802109, 413810527]","[""Хорошее увлажнение и красивый блеск "", ""Отличный блеск, не липкий )"", ""Отличный блеск, не липнет, долго держится на губах, приятный запах"", ""Ничего особенного, второй раз не взяла бы"", ""Отличная текстура."", ""Отличный товар. Увлажняет и увеличивает губы, не переслушивает"", ""Хорошо увлажняет. Но не держит , быстро впитывается."", ""Понравился. Не липкий, приятно ощущается на губах"", ""прекрасный бальзам! классно увлажняет и запах "", ""Не поняла восторга от блеска. Возможно не оригинал…"", ""Хороший товар "", ""Идеальный оттенок!"", ""Не липкая, держит долго "", ""мне нравится "", ""Оригинал,все нравится "", ""Самый лучший блеск для губ, не скатывается, хорошо увлажняет губы. "", ""Блеск просто супер!!! Увлажнение и объём!!!! Рекомендую!!!!"", ""Любимый бальзам, приятная цена "", ""Мне нравится. Не скатывается. Сколько держится на губах не знаю - не слежу. Нежный очень светло-розовый оттенок. Немного белёсый на губах"", ""Понравился "", ""Отличный бальзам, хорошо увлажняет. Всегда к нему возвращаюсь "", ""Мне нравится "", "" один из любимых блесков"", ""Блеск шикарный "", ""Лучший и ставлю 10.000 звезд "", ""Не липкий.  Хорошо увлажняет. "", ""Бальзам понравился""]",Бальзам для губ,Beauty_Accs,LIPS CARE,Хорошо увлажняет; Не липкий; Приятный запах; Долго держится; Нежный оттенок; Не скатывается; Легко впитывается; Блеск без объема
MP002XU03D6D,"[428231087, 425451407, 428791821, 403774400]","[""В процессе стирки и использованием посмотрим. "", ""яркий цвет.Хороший комплект."", ""хороший комплект"", ""Хороший качественный комплект. Цвет соответствует картинке""]","Постельное белье 1,5-спальное",Home_Accs,BED LINEN,Яркий цвет; Качественный комплект; Цвет соответствует картинке
RTLAEC247301,"[421014557, 421995665, 404139995, 427832142, 424173114, 420107472]","[""Все как хотела, средний размер, приятный материал, вроде крепкий, стереться не должен. Брендированная фурнитура. Карманы в нужных местах)  "", ""Это находка!) я влюбилась в этот рюкзак!  невероятно приятный на ощупь!  "", ""Очень нравиться"", ""Прекрасный рюкзак!Качественный и очень модный! Рекомендую!"", ""купил жене "", ""Все понравилось . Материал качественный , упаковка хорошая .  Тактильно очень приятный !""]",Рюкзак и брелок,Bags,BACKPACKS,Приятный материал; Качественный материал; Тактильно приятный; Крепкий; Брендированная фурнитура; Карманы в нужных местах; Модный
MP002XW0MX2J,"[384629926, 426404264, 398258691, 429555845, 389782203, 415670203, 403588256, 402639609, 430842676, 380065528, 407172609, 391469531, 383198540, 386153077]","[""В другом магазине на тубе всё на корейском языке, заказав здесь, на обороте всё на русском. Второй раз сталкиваюсь с таким и сомневаюсь в подлинности. Разочарована. Где можно посмотреть подтверждающие подлинность товара документы?"", ""Крем очень приятный, легкий аромат, впитывается хорошо, не жирнит. Рекомендую."", ""Отличная основа под макияж "", ""Хорошо увлажняет и питает кожу"", ""Лучший крем"", ""Отличный , рекомендую "", ""Отличный крем ,в меру плотный ,кожа напитанная "", ""Однозначно рекомендую "", ""крем выравнивает тон, плотный, подойдёт для зимы"", ""Данным кремом пользуюсь не первый раз ,очень хорошо увлажняет кожу мою ,приятный запах и текстура !"", ""Отличный крем. Скорее на ночь или зимний"", ""понравился, мне подошёл. Крем как будто кашемировый, очень приятный."", ""Отличный крем!!!"", ""Очень уважаю этот бренд, но этот крем неудачный. Он очень приятно ложится на кожу и впитывается, сразу ощущение увлажнения. Но через непродолжительное время лицо просто высыхает, а если использовать на ночь, то с утра безумная пустыня на лице и я даже просыпаюсь от сухости и спешу увлажниться чем-то другим. У меня кожа ближе к сухому типу, может быть для жирного типа будет хорошо ""]",Крем для лица,Beauty_Accs,FACE CARE,Легкий аромат; Хорошо впитывается; Не жирнит; Увлажняет; Питает; Плотный; Выравнивает тон; Основа под макияж; Для сухой кожи; Не подходит для ночи
MP002XW0XEO8,"[403385973, 410689437, 422199619, 396021412]","[""Небольшой, вместительный, непромокаемый"", ""Прикольный рюкзак,покупала себе,но старшая дочь отвоевала себе)\nЗаказала себе другой расцветки!\nХоть и маленький , но очень вместительный)"", ""отличный рюкзак подошёл и мне и дочке. компактный, но вместительный"", ""Красивый,стильный,но небольшой \n""]",Рюкзак,Bags,BACKPACKS,Небольшой; Вместительный; Непромокаемый; Компактный; Стильный
MP002XW0KVWV,"[386622975, 383577028, 410210085, 414991484, 393683932, 388368298, 417090206, 386479012, 433947454]","[""Покупаю много лет. Нравится очень "", ""Беру не первый раз, очень нравится для осветленных пористых волос, экономичный расход, приятный аромат ."", ""Классная маска) волос мягкий , приятный аромат . "", ""Любимая маска, идеально для осветленных волос "", ""Пользуюсь давно этим брендом, рекомендую к покупке"", ""Приятный запах, хорошо восстанавливает "", ""Шикарная маска "", ""Самая любимая маска для волос. Беру второй год, волосы после нее блестят"", ""Очень крутой продукт, пахнет потрясно, разглаживает пушистый волос без тяжелого эффекта ""]",Маска для волос,Beauty_Accs,HAIR CARE,Приятный аромат; Восстанавливающая; Экономичный расход; Разглаживает волосы; Блеск волос; Не утяжеляет
MP002XW14AKU,"[420564796, 384630077, 397905721, 435116887, 419323322]","[""Как-то плохо впитывают, не мягкие . "", ""Качество соответствует, плотное , для сауны самое то. "", ""Шикарный  набор,  взяла себе и всем на подарки"", ""брала на подарок, выглядят симпатично"", ""Просто супер качество""]",Полотенца 3 шт.,Home_Accs,HOME TOWELS,Плохо впитывает; Не мягкие; Плотные; Симпатичный вид
MP002XW0ZQZ4,"[385308653, 411220845, 410218079, 412112905, 399460489]","[""Отличный набор. Умывалка просто топ"", ""Рекомендую, хорошие средства "", ""Все пришло хорошо упаковано "", ""Хорошее качество. Для сухой кожи очень хорошо подошла."", ""Очень понравился набор, особенно \""способ получения\"" мицеллярки\nЭто очень удобно\nЗапах приятный\nДоставка вовремя, упаковано отлично""]",Набор для ухода за лицом,Beauty_Accs,FACE CARE,Умывалка в наборе; Мицеллярная вода; Удобный способ получения; Качественные средства; Для сухой кожи; Приятный запах
MP002XM0B6Y3,"[417277171, 384625924, 386151758, 413216229, 387461581, 404310139, 423111459, 385296325, 402981100, 427838740, 404661994, 403599801, 384101636, 384982699, 382560510]","[""Невероятный запах"", ""Муж в восторге!!! Аромат вообще идеален"", ""Классный бальзам, очень приятный запах. Рекомендую "", ""Неплохой , но очень жидкий "", ""Приятный запах , хорошо впитывается "", ""Хороший, но слишком жидкий "", ""Запах понравился."", ""Брала на подарок , понравилось "", ""Хорошо ложится на кожу, приятно пахнет, хорошо впитывается в кожу. Сын доволен"", ""Бальзам мужу понравился, сказал, что лучше Nivea.\n"", ""Приятный и успокаивающий гель при хорошей цене."", ""Приятный запах , быстро впитывается , обьем правда походный , но мне понравился "", ""Отличный бальзам"", ""Хорошо пахнет "", ""Приятный аромат""]",Бальзам после бритья,Beauty_Accs,SHAVING & DEPILATION,Приятный запах; Успокаивающий; Быстро впитывается; Жидкая консистенция
MP002XU00PZP,"[406835457, 419314706, 416880154, 419550710]","[""По размеру немного большевата а в целом неплохая по качеству "", ""Цена/качество очень хорошее сочетание. Удобная."", ""Хорошая кепка, качественная. Посадка глубокая."", ""Нормальная кепка, но лого великовато, поэтому выглядит несуразно, поэтому и не выкупил.""]",Бейсболка,Accs,HEADWEAR,Качественная ткань; Удобная посадка; Глубокая посадка; Крупное лого
RTLACY938802,"[381823697, 388043687, 389799293, 386322655, 388196771, 406837898, 414488332, 379710351, 429553467, 383211645, 431881316, 380060148, 394482672, 383383610]","[""Хороший блеск"", ""Это моя новая любовь ❤️"", ""Понравилось "", ""Приятный на губах"", ""Хорошее масло. Чуда ждать не стоит, но периодически модно использовать, чтобы смягчить и увлажнить губы"", ""Масло для губ просто шикарное! Не ожидала, но жто так! Спасибо отдельное продавцу! Советую многим!"", ""Нормальное масло. Не липкие."", ""Хорошо увлажняет."", ""не скатывается на губах "", ""Приятно пахнет, не липкое"", ""Покупаю масло не первый раз.Правда,в прошлый раз покупала другого цвета.Все очень хорошие."", ""Запах приятный. Масло смягчает. Рекомендую "", ""Классный бальзам...приятный не сильный запах...губы красивые"", ""Как по мне аромата лаванды особо нет. Но в целом масло очень хорошее. На зиму особенно рекомендую. ""]",Масло для губ,Beauty_Accs,LIPS CARE,Увлажняет; Не липкое; Приятный запах; Не скатывается; Смягчает
MP002XW065E7,"[379354297, 423646924, 400206363, 407176548]","[""Не плохой крем, но для меня очень жирноват"", ""Беру не первый раз,мне нравится!\nХорошо ложится,не создаёт липкости."", ""Крышка поломанная"", ""Крем неплохой. ""]",Крем для лица,Beauty_Accs,FACE CARE,Жирноватый; Без липкости; Повторная покупка
RTLAEJ090101,"[423481591, 410192136, 410482512, 411529974, 426566373]","[""Малая довольна, мягкие и удобные"", ""Очень красивые, но ошиблась с размером. "", ""Хорошие кеды,немного большеват размер,по удобности немного деревянные ,нужно разносить"", ""На этот раз пришли идеальные. Гуляла 2 раза. Удобные, мягкие. Спасибо. "", ""Крутые кеды,мечта""]",Кеды,Shoes,SPORT SHOES,Мягкие; Удобные; Нужно разносить; Деревянные
MP002XM25975,"[410914450, 391781078, 419128547, 381837635]","[""Мальчикам самое то!!"", ""классный рюкзак, вместительный как чемоданчик. качество очень приятное,однозначно по этой цене 3390 рекомендуем )"", ""Отличный рюкзак. Очень много карманов. Выкуп"", ""Даже многовато ниш""]",Рюкзак,Bags,BACKPACKS,Вместительный; Много карманов; Качественный материал; Много ниш
MP002XU0CV6C,"[407651001, 438013375, 437574529, 391151432, 392723550, 404310079]","[""Дочке все понравилось цвет нежный "", ""Хорошее постельное, ткань х/б, после стирки не линяет, не закатывается."", ""Хорошее белье  ,после стирки не поленял  .\nКупида на скидке"", ""Как и заявлено производителем "", ""За свою цену норм выкупила "", ""Пойдет за эти деньги)""]","Постельное белье 1,5-спальное",Home_Accs,BED LINEN,Хлопковая ткань; Не линяет; Не закатывается; Нежный цвет
